CPTime	InternalTime

100.10	408.70
150.10	595.70
200.10	803.50
250.10	1000.30
300.10	1204.10
350.00	1397.10
400.00	1599.10
450.00	1796.60
500.00	1981.10
550.00	2157.10
600.00	2415.30
650.00	2592.10
700.00	2776.30
750.00	2982.10
800.00	3167.60
850.00	3403.60
900.00	3604.70
950.00	3747.10
1000.00	4006.30
1050.00	4201.90
1100.00	4381.70
1150.00	4588.60
1200.00	4839.70
1250.10	4973.50
1300.10	5170.90
1350.10	5367.00
1400.10	5563.30
1450.10	5756.60
1500.10	5981.70
1550.10	6173.70
1600.10	6377.30
1650.10	6588.10
1700.10	6781.00
1750.10	6997.60
1800.10	7189.80
1850.10	7402.60
1900.10	7548.40
1950.10	7774.30
2000.10	7976.60
2050.10	8220.60
2100.10	8360.50
2150.10	8595.30
2200.10	8762.50
2250.10	8930.80
2300.10	9185.50
2350.10	9332.90
2400.10	9564.20
2450.10	9778.50
2500.10	9966.70
2550.10	10267.10
2600.10	10403.20
2650.10	10572.90
2700.10	10776.50
2750.10	10978.30
2800.10	11208.70
2850.10	11377.30
2900.10	11546.90
2950.10	11803.10
3000.10	11927.50
3050.10	12154.10
3100.10	12399.10
3150.10	12589.90
3200.10	12755.10
3250.10	12923.60
3300.10	13127.10
3350.10	13358.20
3400.10	13601.50
3450.10	13813.20
3500.10	14022.10
3550.10	14125.20
