CPTime	InternalTime

100.10	701.20
150.10	1013.50
200.10	1381.70
250.10	1702.10
300.10	2026.80
350.00	2361.80
400.00	2659.30
450.00	3075.70
500.00	3386.00
550.00	3735.00
600.00	4053.10
650.00	4371.40
700.00	4772.10
750.00	5037.10
800.00	5509.50
850.00	5657.70
900.00	6076.10
950.00	6421.90
1000.00	6747.60
1050.00	7064.30
1100.00	7413.70
1150.00	7705.70
1200.00	7995.70
1250.10	8352.10
1300.10	8804.40
1350.10	9140.10
1400.10	9502.50
1450.10	9760.10
1500.10	10063.40
1550.10	10435.80
1600.10	10753.70
1650.10	11134.30
1700.10	11508.90
1750.10	11716.20
1800.10	12084.90
1850.10	12544.60
1900.10	12871.30
1950.10	13138.50
2000.10	13539.50
2050.10	13861.20
2100.10	14208.70
2150.10	14472.10
2200.10	14815.00
2250.10	15178.60
2300.10	15570.20
2350.10	15931.40
2400.10	16226.80
2450.10	16458.10
2500.10	16760.00
2550.10	17113.90
2600.10	17594.10
2650.10	17833.10
2700.10	18176.50
2750.10	18484.50
2800.10	18786.10
2850.10	19252.90
2900.10	19451.80
2950.10	19884.10
3000.10	20194.90
3050.10	20597.30
3100.10	20891.40
3150.10	21169.90
3200.10	21695.90
3250.10	21937.40
3300.10	22232.80
3350.10	22618.90
3400.10	22948.30
3450.10	23207.20
3500.10	23671.10
3550.10	23964.60
