ProtocolTime	Work

100	0.759435
150	0.856400
200	1.006582
250	1.122946
300	1.315316
350	1.447410
400	1.562614
450	1.647117
500	1.774397
550	1.993976
600	1.949391
650	2.183511
700	2.296283
750	2.491159
800	2.598101
850	2.605582
900	2.806792
950	2.919893
1000	3.091936
1050	3.250874
1100	3.372722
1150	3.413410
1200	3.707087
1250	3.767188
1300	3.735742
1350	3.962210
1400	4.246760
1450	4.201647
1500	4.452560
1550	4.532923
1600	4.480943
1650	4.742751
1700	4.941087
1750	5.034570
1800	5.228448
1850	5.157032
1900	5.281091
1950	5.762589
2000	5.799292
2050	5.812705
2100	6.084910
2150	5.912190
2200	6.075083
2250	6.210163
2300	6.250009
2350	6.478546
2400	6.625098
2450	6.957337
2500	6.964683
2550	7.058795
2600	7.123152
2650	7.469797
2700	7.505700
2750	7.583336
2800	7.698691
2850	7.748505
2900	7.994808
2950	8.345323
3000	8.149642
3050	8.105222
3100	8.693750
3150	8.574723
3200	8.802655
3250	8.812503
3300	9.409207
3350	8.735896
3400	9.255749
3450	9.353940
3500	9.265382
3550	9.463447
