CPTime	InternalTime

100.10	2214.90
150.10	3367.30
200.10	4499.80
250.10	5674.60
300.10	6789.90
350.00	7832.10
400.00	8892.10
450.00	10336.10
500.00	11214.90
550.00	12312.40
600.00	13327.70
650.00	14456.70
700.00	15722.30
750.00	16830.10
800.00	17949.30
850.00	19131.30
900.00	20336.50
950.00	21277.30
1000.00	22505.80
1050.00	23641.10
1100.00	24860.90
1150.00	25924.90
1200.00	26901.70
1250.10	28155.10
1300.10	29132.10
1350.10	30274.30
1400.10	31192.70
1450.10	32450.50
1500.10	33873.80
1550.10	34750.50
1600.10	35969.80
1650.10	36685.60
1700.10	38051.30
1750.10	39416.50
1800.10	39987.70
1850.10	41374.50
1900.10	42731.60
1950.10	43577.70
2000.10	44918.00
2050.10	46006.20
2100.10	47252.60
2150.10	48058.00
2200.10	49387.70
2250.10	50702.50
2300.10	51974.20
2350.10	52536.70
2400.10	53787.40
2450.10	54803.70
2500.10	56351.70
2550.10	57198.70
2600.10	58478.40
2650.10	59353.00
2700.10	60379.30
2750.10	61952.10
2800.10	62962.30
2850.10	64100.50
2900.10	64944.10
2950.10	66014.50
3000.10	67363.10
3050.10	68986.90
3100.10	70097.50
3150.10	70354.30
3200.10	72219.50
3250.10	72471.10
3300.10	74206.50
3350.10	75136.10
3400.10	76432.50
3450.10	77688.10
3500.10	78383.30
3550.10	79511.40
