CPTime	InternalTime

100.10	1189.60
150.10	1851.60
200.10	2444.10
250.10	2944.90
300.10	3635.20
350.00	4190.50
400.00	4798.00
450.00	5409.70
500.00	6079.60
550.00	6648.70
600.00	7150.10
650.00	7812.10
700.00	8416.90
750.00	9064.10
800.00	9662.10
850.00	10217.60
900.00	10985.20
950.00	11424.70
1000.00	12031.30
1050.00	12524.50
1100.00	13229.70
1150.00	14036.50
1200.00	14439.90
1250.10	15217.90
1300.10	15723.50
1350.10	16288.90
1400.10	16878.50
1450.10	17427.60
1500.10	18150.10
1550.10	18723.90
1600.10	19294.90
1650.10	19803.10
1700.10	20644.90
1750.10	21087.60
1800.10	21781.30
1850.10	22381.40
1900.10	22961.60
1950.10	23514.50
2000.10	24076.10
2050.10	24434.90
2100.10	25327.90
2150.10	25981.20
2200.10	26622.60
2250.10	27198.10
2300.10	27689.80
2350.10	28282.90
2400.10	28827.50
2450.10	29620.10
2500.10	30183.40
2550.10	30723.10
2600.10	31356.10
2650.10	31662.10
2700.10	32496.10
2750.10	33136.30
2800.10	33845.40
2850.10	34555.60
2900.10	34894.90
2950.10	35537.70
3000.10	36188.20
3050.10	36537.10
3100.10	37176.10
3150.10	37899.50
3200.10	38568.20
3250.10	38959.30
3300.10	39577.10
3350.10	40637.20
3400.10	40936.10
3450.10	41627.60
3500.10	42483.70
3550.10	42765.70
