ProtocolTime	Work

100	0.748524
150	0.996302
200	1.038150
250	1.161960
300	1.288943
350	1.496594
400	1.496843
450	1.702224
500	1.733471
550	1.916998
600	1.993561
650	2.128423
700	2.281703
750	2.357469
800	2.602765
850	2.626866
900	2.881233
950	2.944067
1000	3.065105
1050	3.177202
1100	3.306076
1150	3.438880
1200	3.603710
1250	3.640243
1300	3.766087
1350	3.850124
1400	4.009330
1450	4.240570
1500	4.286280
1550	4.438690
1600	4.508258
1650	4.700807
1700	4.747327
1750	4.950814
1800	4.869200
1850	5.265678
1900	5.446556
1950	5.440808
2000	5.834904
2050	5.703627
2100	5.982169
2150	6.119777
2200	6.264362
2250	6.530867
2300	6.269635
2350	6.598467
2400	6.858272
2450	6.963827
2500	7.021819
2550	7.089553
2600	7.153099
2650	7.196999
2700	7.485420
2750	7.484975
2800	7.627636
2850	7.791954
2900	7.922783
2950	7.940417
3000	8.254527
3050	8.208506
3100	8.502588
3150	8.650606
3200	8.945655
3250	8.802708
3300	9.053538
3350	8.844733
3400	8.928437
3450	9.321298
3500	9.371823
3550	9.770190
