CPTime	InternalTime

100.10	2294.10
150.10	3312.90
200.10	4540.30
250.10	5658.90
300.10	6718.90
350.00	7858.60
400.00	9214.90
450.00	10167.70
500.00	11209.50
550.00	12464.20
600.00	13464.60
650.00	14604.00
700.00	15715.30
750.00	16906.30
800.00	17926.80
850.00	18911.50
900.00	20509.30
950.00	21147.60
1000.00	22219.10
1050.00	23677.60
1100.00	24498.10
1150.00	25809.50
1200.00	26761.70
1250.10	28198.90
1300.10	29229.60
1350.10	30385.00
1400.10	31283.10
1450.10	32504.10
1500.10	33470.50
1550.10	34722.10
1600.10	35802.90
1650.10	37081.30
1700.10	38239.60
1750.10	39032.10
1800.10	40081.70
1850.10	41463.50
1900.10	42390.00
1950.10	43908.50
2000.10	44767.60
2050.10	45504.90
2100.10	47106.10
2150.10	48165.70
2200.10	49475.90
2250.10	50660.20
2300.10	51479.50
2350.10	52548.70
2400.10	53875.30
2450.10	55097.70
2500.10	56165.10
2550.10	57438.80
2600.10	58314.40
2650.10	59830.10
2700.10	60454.40
2750.10	61660.30
2800.10	62450.60
2850.10	64098.10
2900.10	64956.10
2950.10	66039.80
3000.10	66990.40
3050.10	68724.10
3100.10	69461.10
3150.10	70526.50
3200.10	71502.50
3250.10	73297.30
3300.10	73783.70
3350.10	74886.60
3400.10	75840.10
3450.10	77510.10
3500.10	78173.80
3550.10	79472.40
