CPTime	InternalTime

100.10	396.10
150.10	602.50
200.10	805.60
250.10	991.50
300.10	1191.40
350.00	1402.20
400.00	1591.30
450.00	1799.60
500.00	1998.10
550.00	2203.70
600.00	2373.10
650.00	2593.10
700.00	2766.50
750.00	2991.10
800.00	3179.70
850.00	3404.10
900.00	3606.10
950.00	3788.30
1000.00	3972.10
1050.00	4223.20
1100.00	4378.60
1150.00	4608.10
1200.00	4839.90
1250.10	5001.10
1300.10	5229.50
1350.10	5366.80
1400.10	5578.40
1450.10	5789.80
1500.10	5963.70
1550.10	6209.30
1600.10	6404.10
1650.10	6578.10
1700.10	6798.30
1750.10	6965.70
1800.10	7186.60
1850.10	7385.10
1900.10	7568.10
1950.10	7806.70
2000.10	7968.50
2050.10	8209.90
2100.10	8354.90
2150.10	8591.10
2200.10	8761.90
2250.10	8998.90
2300.10	9183.70
2350.10	9373.80
2400.10	9549.90
2450.10	9781.10
2500.10	9980.90
2550.10	10190.10
2600.10	10350.10
2650.10	10567.60
2700.10	10798.60
2750.10	11018.10
2800.10	11212.10
2850.10	11392.60
2900.10	11627.30
2950.10	11739.70
3000.10	12002.50
3050.10	12200.50
3100.10	12383.10
3150.10	12581.50
3200.10	12787.10
3250.10	12989.70
3300.10	13263.70
3350.10	13415.20
3400.10	13541.50
3450.10	13776.50
3500.10	13954.90
3550.10	14173.90
