CPTime	InternalTime

100.10	395.30
150.10	606.50
200.10	813.10
250.10	1007.60
300.10	1199.70
350.00	1388.90
400.00	1566.00
450.00	1786.90
500.00	2004.20
550.00	2206.30
600.00	2371.60
650.00	2596.30
700.00	2829.10
750.00	2996.10
800.00	3167.20
850.00	3400.30
900.00	3601.60
950.00	3773.80
1000.00	4023.30
1050.00	4153.10
1100.00	4351.60
1150.00	4564.90
1200.00	4807.30
1250.10	4984.10
1300.10	5192.50
1350.10	5391.50
1400.10	5547.60
1450.10	5804.80
1500.10	6003.70
1550.10	6217.70
1600.10	6387.30
1650.10	6592.90
1700.10	6787.00
1750.10	7018.60
1800.10	7165.90
1850.10	7371.70
1900.10	7610.50
1950.10	7769.50
2000.10	7989.70
2050.10	8210.80
2100.10	8375.60
2150.10	8573.60
2200.10	8737.30
2250.10	9000.90
2300.10	9187.60
2350.10	9363.30
2400.10	9646.10
2450.10	9769.60
2500.10	9978.60
2550.10	10180.90
2600.10	10365.00
2650.10	10539.70
2700.10	10748.10
2750.10	11014.60
2800.10	11180.50
2850.10	11398.60
2900.10	11543.60
2950.10	11827.60
3000.10	12020.60
3050.10	12221.50
3100.10	12390.90
3150.10	12550.90
3200.10	12709.70
3250.10	12993.40
3300.10	13149.40
3350.10	13348.60
3400.10	13518.50
3450.10	13722.90
3500.10	13975.30
3550.10	14184.70
