ProtocolTime	Work

100	0.739716
150	0.892731
200	0.971611
250	1.140444
300	1.268172
350	1.415901
400	1.487652
450	1.654256
500	1.757811
550	1.921226
600	1.924706
650	2.126031
700	2.419034
750	2.415040
800	2.549120
850	2.665776
900	2.827171
950	2.938528
1000	3.005043
1050	3.082553
1100	3.486246
1150	3.501140
1200	3.665993
1250	3.644359
1300	3.887806
1350	3.959834
1400	4.063142
1450	4.317661
1500	4.442970
1550	4.568264
1600	4.478965
1650	4.459593
1700	4.902060
1750	4.952711
1800	5.180356
1850	5.055731
1900	5.409244
1950	5.504059
2000	5.841479
2050	5.563358
2100	5.883912
2150	6.054392
2200	6.080224
2250	6.457577
2300	6.235372
2350	6.459782
2400	6.488837
2450	6.885334
2500	6.760352
2550	7.149780
2600	7.442885
2650	7.484483
2700	7.388696
2750	7.492150
2800	7.443190
2850	7.760315
2900	7.904588
2950	8.235807
3000	8.507371
3050	8.406054
3100	8.433038
3150	8.750954
3200	8.753871
3250	8.973133
3300	9.041993
3350	9.208270
3400	9.499905
3450	9.500825
3500	9.393320
3550	9.590402
