ProtocolTime	Work

100	318.415931
150	141.545280
200	80.051003
250	51.890520
300	36.083361
350	26.270234
400	20.580582
450	16.328276
500	13.506642
550	11.153227
600	9.495777
650	7.865017
700	6.931403
750	5.910943
800	5.314716
850	4.839596
900	4.400909
950	4.023286
1000	3.531815
1050	3.291764
1100	2.886056
1150	2.713359
1200	2.560813
1250	2.309166
1300	2.194881
1350	2.005828
1400	1.940726
1450	1.794040
1500	1.603669
1550	1.565744
1600	1.500384
1650	1.395119
1700	1.363767
1750	1.250891
1800	1.235107
1850	1.016323
1900	1.039101
1950	1.072463
2000	1.035043
2050	1.012558
2100	0.958390
2150	0.835832
2200	0.866142
2250	0.835940
2300	0.867708
2350	0.741952
2400	0.678239
2450	0.744711
2500	0.613981
2550	0.657484
2600	0.714673
2650	0.580262
2700	0.605160
2750	0.582606
2800	0.602999
2850	0.468605
2900	0.474330
2950	0.515173
3000	0.481232
3050	0.388573
3100	0.432321
3150	0.455265
3200	0.469661
3250	0.439064
3300	0.421424
3350	0.428260
3400	0.416586
3450	0.395435
3500	0.359364
3550	0.384293
