CPTime	InternalTime

100.10	2274.80
150.10	3294.10
200.10	4470.50
250.10	5616.70
300.10	6630.70
350.00	7827.70
400.00	8983.90
450.00	10018.90
500.00	11210.50
550.00	12499.30
600.00	13348.50
650.00	14414.50
700.00	15942.10
750.00	16846.30
800.00	17911.30
850.00	18993.10
900.00	20117.00
950.00	21367.50
1000.00	22501.70
1050.00	23540.10
1100.00	24485.40
1150.00	25794.50
1200.00	27064.50
1250.10	27941.70
1300.10	29043.50
1350.10	30073.30
1400.10	31473.10
1450.10	32316.40
1500.10	33556.90
1550.10	34757.90
1600.10	36002.20
1650.10	36975.10
1700.10	38170.90
1750.10	39250.30
1800.10	40085.20
1850.10	41406.00
1900.10	42853.60
1950.10	44072.10
2000.10	44804.90
2050.10	46308.10
2100.10	47268.10
2150.10	48157.70
2200.10	49152.70
2250.10	50217.70
2300.10	51840.10
2350.10	52804.10
2400.10	54106.60
2450.10	55004.10
2500.10	55874.10
2550.10	57319.30
2600.10	58071.70
2650.10	59326.90
2700.10	60445.20
2750.10	61582.60
2800.10	62375.90
2850.10	63923.90
2900.10	65037.10
2950.10	66106.00
3000.10	66965.40
3050.10	68666.50
3100.10	69541.00
3150.10	70473.70
3200.10	71581.60
3250.10	72897.40
3300.10	74591.40
3350.10	75026.00
3400.10	76330.90
3450.10	77556.10
3500.10	78592.10
3550.10	79911.10
