CPTime	InternalTime

100.10	4317.70
150.10	6360.10
200.10	8720.50
250.10	10874.60
300.10	12650.50
350.00	15053.60
400.00	17380.70
450.00	19184.50
500.00	21133.60
550.00	23886.70
600.00	25490.50
650.00	27916.90
700.00	30099.20
750.00	32367.70
800.00	33958.50
850.00	36623.60
900.00	38595.10
950.00	40739.50
1000.00	43164.10
1050.00	45176.50
1100.00	47001.00
1150.00	49590.10
1200.00	51039.10
1250.10	53809.90
1300.10	55664.10
1350.10	58320.10
1400.10	59625.10
1450.10	62250.10
1500.10	64464.50
1550.10	66911.90
1600.10	68406.20
1650.10	70473.10
1700.10	73127.00
1750.10	75006.10
1800.10	77480.60
1850.10	79274.90
1900.10	81745.70
1950.10	83566.30
2000.10	85399.10
2050.10	88200.10
2100.10	90559.10
2150.10	92107.60
2200.10	94543.00
2250.10	96709.70
2300.10	98792.50
2350.10	101196.30
2400.10	103352.50
2450.10	104561.70
2500.10	107755.40
2550.10	110220.90
2600.10	111263.70
2650.10	114401.10
2700.10	115570.90
2750.10	118018.00
2800.10	120463.10
2850.10	122122.30
2900.10	125159.50
2950.10	126950.50
3000.10	129010.10
3050.10	130717.60
3100.10	133471.90
3150.10	134170.60
3200.10	137095.30
3250.10	139705.90
3300.10	141993.10
3350.10	144984.10
3400.10	145963.90
3450.10	148070.90
3500.10	150791.70
3550.10	151948.20
