ProtocolTime	Work

5	2.050464
10	4.174806
15	6.388143
20	8.580141
25	10.827285
30	12.828707
35	15.066831
40	17.239614
45	19.455798
50	21.563066
55	23.709418
60	25.805663
65	27.751118
70	30.171107
75	32.273917
80	34.519357
85	36.748706
90	38.756961
95	40.829163
100	43.267198
105	45.091517
110	47.597581
115	49.402606
120	51.773705
125	53.793437
130	56.247520
135	58.300888
140	60.354390
145	62.407817
150	64.647236
155	66.691656
160	69.124951
165	71.119569
170	73.080057
175	75.478713
180	77.716727
185	79.999137
190	81.811285
195	84.292438
200	86.188374
