ProtocolTime	Work

5	31.414713
10	15.391189
15	10.868987
20	8.189948
25	8.387901
30	7.586260
35	7.176732
40	6.788540
45	6.916176
50	6.837862
55	6.476304
60	7.085653
65	6.942015
70	6.813905
75	7.228886
80	7.579555
85	8.121677
90	8.335513
95	8.431896
100	9.166260
