Time	Position

0.050000	0.000000
0.100000	20768.631555
0.150000	21630.042129
0.200000	21465.884154
0.250000	0.000000
0.300000	21011.500081
0.350000	20793.844116
0.400000	20586.928362
0.450000	20388.898946
0.500000	20185.105399
0.550000	19975.381729
0.600000	19765.699140
0.650000	19556.207170
0.700000	19351.066099
0.750000	19152.025288
0.800000	18964.129215
0.850000	18780.328885
0.900000	18592.709772
0.950000	18404.044763
1.000000	18216.419643
1.050000	18029.566889
1.100000	17845.657311
1.150000	17662.333814
1.200000	17481.956097
1.250000	17311.019294
1.300000	17134.061967
1.350000	16953.121956
1.400000	16784.827628
1.450000	16618.644793
1.500000	16447.567101
1.550000	16279.685295
1.600000	16121.531889
1.650000	15967.785080
1.700000	15811.080187
1.750000	15651.675624
1.800000	15487.288654
1.850000	15317.991598
1.900000	15154.649781
1.950000	15005.715248
2.000000	14857.244979
2.050000	14705.725626
2.100000	14562.140455
2.150000	14414.877380
2.200000	14268.391554
2.250000	14128.458807
2.300000	13988.723223
2.350000	13846.252420
2.400000	13701.241542
2.450000	13559.470797
2.500000	13419.667121
2.550000	13285.466228
2.600000	13159.569203
2.650000	13029.631590
2.700000	12896.896274
2.750000	12773.243127
2.800000	12649.421694
2.850000	12523.942214
2.900000	12397.963463
2.950000	12272.006757
3.000000	12150.995344
3.050000	12028.967600
3.100000	11902.109193
3.150000	11777.904816
3.200000	11660.189000
3.250000	11545.027001
3.300000	11426.845459
3.350000	11304.991386
3.400000	11186.845801
3.450000	11073.200116
3.500000	10957.857437
3.550000	10844.343599
3.600000	10731.901759
3.650000	10617.626732
3.700000	10510.124908
3.750000	10411.915465
3.800000	10315.924071
3.850000	10217.641486
3.900000	10114.622009
3.950000	10009.424738
4.000000	9905.436775
4.050000	9803.659843
4.100000	9703.143537
4.150000	9601.922615
4.200000	9496.990544
4.250000	9399.645993
4.300000	9305.234925
4.350000	9203.188665
4.400000	9100.528028
4.450000	9005.142791
4.500000	8919.948165
4.550000	8834.314547
4.600000	8746.544613
4.650000	8658.601303
4.700000	8563.743467
4.750000	8470.992891
4.800000	8387.351020
4.850000	8305.045751
4.900000	8223.207910
4.950000	8143.001199
5.000000	8069.477907
5.050000	7993.344124
5.100000	7916.065409
5.150000	7844.421974
5.200000	7770.943257
5.250000	7692.539651
5.300000	7603.804211
5.350000	7515.885441
5.400000	7433.189307
5.450000	7349.216694
5.500000	7266.797889
5.550000	7191.151095
5.600000	7120.344760
5.650000	7046.535567
5.700000	6980.127591
5.750000	6916.929256
5.800000	6846.647477
5.850000	6769.982689
5.900000	6701.202614
5.950000	6642.167216
6.000000	6579.014383
6.050000	6512.171810
6.100000	6445.915422
6.150000	6383.890451
6.200000	6322.685165
6.250000	6259.711340
6.300000	6192.769700
6.350000	6126.537753
6.400000	6066.747139
6.450000	6007.698131
6.500000	5941.227409
6.550000	5874.326128
6.600000	5811.092598
6.650000	5750.346092
6.700000	5696.522608
6.750000	5640.698796
6.800000	5578.815195
6.850000	5525.950242
6.900000	5491.309580
6.950000	5464.318210
7.000000	5432.024446
7.050000	5384.939905
7.100000	5327.168087
7.150000	5268.471644
7.200000	5212.704912
7.250000	5166.583679
7.300000	5125.682646
7.350000	5078.464191
7.400000	5032.960005
7.450000	4986.350385
7.500000	4929.983067
7.550000	4875.826698
7.600000	4823.073184
7.650000	4766.296187
7.700000	4708.535023
7.750000	4655.350694
