Time	Position

0.050000	0.000000
0.100000	2595.802050
0.150000	2701.183799
0.200000	0.000000
0.250000	2653.973877
0.300000	2626.464363
0.350000	2599.563096
0.400000	2574.950252
0.450000	2550.798213
0.500000	2526.268387
0.550000	2502.915455
0.600000	2478.598244
0.650000	2453.165856
0.700000	2428.571373
0.750000	2405.449597
0.800000	2382.598998
0.850000	2360.391186
0.900000	2337.759433
0.950000	2313.470728
1.000000	2287.064828
1.050000	2260.177755
1.100000	2236.919475
1.150000	2215.062987
1.200000	2193.121070
1.250000	2171.637233
1.300000	2150.616170
1.350000	2131.184455
1.400000	2112.166812
1.450000	2092.894131
1.500000	2071.066404
1.550000	2047.835865
1.600000	2026.008652
1.650000	2004.295017
1.700000	1982.755332
1.750000	1962.620453
1.800000	1944.617319
1.850000	1927.178777
1.900000	1907.386987
1.950000	1885.446832
2.000000	1863.795222
2.050000	1843.342565
2.100000	1823.919243
2.150000	1803.640890
2.200000	1785.722289
2.250000	1768.064270
2.300000	1748.098030
2.350000	1729.613249
2.400000	1711.106459
2.450000	1692.401917
2.500000	1675.049164
2.550000	1658.559951
2.600000	1642.994032
2.650000	1629.146197
2.700000	1613.541061
2.750000	1596.943502
2.800000	1582.403368
2.850000	1569.783705
2.900000	1556.380777
2.950000	1539.786998
3.000000	1524.027713
3.050000	1510.034833
3.100000	1494.789171
3.150000	1478.912989
3.200000	1465.298742
3.250000	1452.441106
3.300000	1438.612811
3.350000	1425.474942
3.400000	1412.495406
3.450000	1398.949351
3.500000	1385.537441
3.550000	1372.142197
3.600000	1357.837221
3.650000	1343.303773
3.700000	1328.404849
3.750000	1311.732205
3.800000	1294.561653
3.850000	1279.906934
3.900000	1266.460579
3.950000	1253.706761
4.000000	1241.726378
4.050000	1229.120649
4.100000	1215.629336
4.150000	1201.016798
4.200000	1187.393410
4.250000	1175.416763
4.300000	1162.945399
4.350000	1150.542904
4.400000	1138.968797
4.450000	1128.068687
4.500000	1119.048175
4.550000	1110.510036
4.600000	1100.288023
4.650000	1089.000070
4.700000	1078.207390
4.750000	1067.980383
4.800000	1057.273845
4.850000	1045.978544
4.900000	1033.906574
4.950000	1021.084589
5.000000	1010.795130
5.050000	1002.987771
5.100000	994.862678
5.150000	984.981461
5.200000	974.780914
5.250000	966.544274
5.300000	958.364923
5.350000	948.470219
5.400000	937.915697
5.450000	928.542017
5.500000	920.786953
5.550000	912.400788
5.600000	903.456823
5.650000	894.741665
5.700000	887.643053
5.750000	880.724673
5.800000	871.930237
5.850000	862.831432
5.900000	853.845215
5.950000	846.328157
6.000000	839.077941
6.050000	829.762982
6.100000	822.114014
6.150000	815.359811
6.200000	807.398036
6.250000	800.378635
6.300000	792.915766
6.350000	784.957276
6.400000	777.431393
6.450000	768.833299
6.500000	758.796493
6.550000	750.240608
6.600000	743.618314
6.650000	737.999792
6.700000	732.749499
6.750000	725.430006
6.800000	717.320631
6.850000	710.133821
6.900000	703.383069
6.950000	696.832047
7.000000	691.105163
7.050000	684.723389
7.100000	677.041890
7.150000	669.746041
7.200000	662.420396
7.250000	656.461419
7.300000	651.804952
7.350000	647.639495
7.400000	642.230665
7.450000	635.715909
7.500000	630.255748
7.550000	626.079606
7.600000	621.367452
7.650000	615.896513
7.700000	610.391799
7.750000	603.408723
7.800000	596.526601
7.850000	591.522309
7.900000	587.545278
7.950000	582.808870
8.000000	577.973198
