Time	Position
8.550000	59.876650
8.600000	59.248097
8.650000	58.889631
8.700000	58.561990
8.750000	58.395888
8.800000	58.235379
8.850000	57.885180
8.900000	57.524463
8.950000	57.216144
9.000000	56.784617
9.050000	56.010874
9.100000	55.328248
9.150000	54.703395
9.200000	54.023856
9.250000	53.743590
9.300000	53.366659
9.350000	52.634814
9.400000	51.863802
9.450000	51.217456
9.500000	50.709847
9.550000	50.535230
9.600000	50.480327
9.650000	50.341018
9.700000	49.972187
9.750000	49.210945
9.800000	48.561573
9.850000	47.873084
9.900000	47.345436
9.950000	47.452913
10.000000	47.860897
10.050000	48.065634
10.100000	47.992278
10.150000	47.687757
10.200000	47.137742
10.250000	47.016293
10.300000	47.277353
10.350000	47.274083
10.400000	47.010495
10.450000	46.758556
10.500000	46.395792
10.550000	45.994821
10.600000	45.579307
10.650000	44.737430
10.700000	43.629081
10.750000	42.274868
10.800000	41.525077
10.850000	41.141065
10.900000	40.686948
10.950000	40.506341
11.000000	40.075868
11.050000	39.468801
11.100000	38.997223
11.150000	38.388744
11.200000	37.995352
11.250000	37.990936
11.300000	37.838557
11.350000	37.449345
11.400000	36.984899
11.450000	36.543048
11.500000	36.344840
11.550000	36.639640
11.600000	36.662924
11.650000	36.122201
11.700000	35.340391
11.750000	34.570500
11.800000	34.127143
11.850000	34.043932
11.900000	34.186758
11.950000	33.802498
12.000000	33.146789
12.050000	32.941052
12.100000	32.683557
12.150000	32.532744
12.200000	32.376802
12.250000	31.827969
12.300000	31.239030
12.350000	30.562693
12.400000	30.203986
12.450000	30.083248
12.500000	29.555138
12.550000	28.905967
12.600000	28.653406
12.650000	28.791583
12.700000	28.880508
12.750000	28.806078
12.800000	28.484812
12.850000	28.174371
12.900000	27.951481
12.950000	27.768999
13.000000	27.920417
13.050000	28.446326
13.100000	28.888325
13.150000	29.227767
13.200000	29.198533
13.250000	28.902125
13.300000	28.848138
13.350000	28.526815
13.400000	27.883813
13.450000	27.762459
13.500000	28.119206
13.550000	28.319520
13.600000	27.855766
13.650000	27.063367
13.700000	26.621090
13.750000	26.066372
13.800000	25.345440
13.850000	24.835663
13.900000	24.671679
13.950000	24.956273
14.000000	25.206689
14.050000	25.548527
14.100000	25.959964
14.150000	25.255234
14.200000	24.122841
14.250000	23.523943
14.300000	23.073387
14.350000	22.914370
14.400000	22.641708
14.450000	21.846340
14.500000	21.641889
14.550000	21.669041
14.600000	21.585685
14.650000	21.916913
14.700000	22.206346
14.750000	22.148490
14.800000	22.300327
14.850000	22.779604
14.900000	23.060009
14.950000	22.659604
15.000000	22.465230
15.050000	22.785234
15.100000	22.774842
15.150000	22.201099
15.200000	21.582253
15.250000	21.235741
15.300000	20.989946
15.350000	21.103502
15.400000	20.819579
15.450000	20.254927
15.500000	19.804101
15.550000	19.422268
15.600000	19.522458
15.650000	19.901744
15.700000	20.187860
15.750000	20.115321
15.800000	19.805709
15.850000	19.241018
15.900000	18.496133
15.950000	17.719320
16.000000	16.833838
16.050000	16.376186
16.100000	15.903577
16.150000	15.188150
16.200000	14.906911
16.250000	14.875828
16.300000	14.738787
16.350000	14.677490
16.400000	14.784145
16.450000	14.871054
16.500000	14.968536
16.550000	15.139097
16.600000	15.136546
16.650000	14.816022
16.700000	14.481099
16.750000	14.415216
16.800000	14.411807
16.850000	14.446324
16.900000	14.697797
16.950000	14.515752
17.000000	14.151625
17.050000	14.444342
17.100000	15.064765
17.150000	15.300414
17.200000	15.474502
17.250000	15.586752
17.300000	15.144806
17.350000	14.822025
17.400000	14.672116
17.450000	14.388728
17.500000	13.941071
17.550000	13.620311
17.600000	13.742470
17.650000	13.798494
17.700000	13.721653
17.750000	14.010726
17.800000	14.753475
17.850000	15.177913
17.900000	15.103220
17.950000	15.465584
18.000000	16.069366
18.050000	16.198324
18.100000	15.976201
18.150000	15.718614
18.200000	15.733935
18.250000	16.159095
18.300000	16.573204
18.350000	16.673763
18.400000	16.804216
18.450000	16.977646
18.500000	17.119671
18.550000	17.198586
18.600000	17.338878
18.650000	17.937615
18.700000	18.567892
18.750000	18.604623
18.800000	18.544977
18.850000	18.638512
18.900000	18.979213
18.950000	19.523947
19.000000	20.015843
19.050000	20.426765
19.100000	20.541517
19.150000	20.407312
19.200000	19.997429
19.250000	19.827589
19.300000	19.734521
19.350000	19.594971
19.400000	19.224151
19.450000	18.389926
19.500000	17.868261
19.550000	17.895528
19.600000	18.211931
19.650000	18.423025
19.700000	18.750562
19.750000	19.069466
19.800000	19.063565
19.850000	18.635340
19.900000	18.176237
19.950000	17.885769
20.000000	17.783690
