Time	Position
7.800000	36640.101194
7.850000	36260.981517
7.900000	35924.875446
7.950000	35593.337998
8.000000	35262.032503
8.050000	34940.804979
8.100000	34586.136481
8.150000	34209.377076
8.200000	33850.207220
8.250000	33522.956214
8.300000	33217.834986
8.350000	32909.860238
8.400000	32600.099275
8.450000	32284.447097
8.500000	31977.620652
8.550000	31663.330925
8.600000	31355.322384
8.650000	31052.399507
8.700000	30710.106705
8.750000	30401.251619
8.800000	30129.262336
8.850000	29846.709330
8.900000	29553.563847
8.950000	29246.260524
9.000000	28954.240840
9.050000	28672.013826
9.100000	28409.151297
9.150000	28142.712012
9.200000	27833.545860
9.250000	27534.351064
9.300000	27263.090046
9.350000	27008.486322
9.400000	26767.563025
9.450000	26519.826730
9.500000	26262.745166
9.550000	26042.231244
9.600000	25837.177028
9.650000	25591.306764
9.700000	25330.863421
9.750000	25094.112721
9.800000	24876.288642
9.850000	24648.755224
9.900000	24404.732829
9.950000	24150.412845
10.000000	23893.218672
10.050000	23636.166442
10.100000	23387.052221
10.150000	23170.523047
10.200000	22948.074193
10.250000	22727.833300
10.300000	22543.338443
10.350000	22353.513272
10.400000	22165.086095
10.450000	21966.748272
10.500000	21732.912754
10.550000	21498.160817
10.600000	21316.361503
10.650000	21181.347138
10.700000	21034.365646
10.750000	20843.702088
10.800000	20630.214413
10.850000	20421.202695
10.900000	20211.576958
10.950000	20012.427825
11.000000	19841.811041
11.050000	19694.489927
11.100000	19523.136167
11.150000	19311.063152
11.200000	19102.110994
11.250000	18918.093004
11.300000	18740.073473
11.350000	18581.690935
11.400000	18458.522833
11.450000	18347.830608
11.500000	18210.832600
11.550000	18066.277379
11.600000	17929.373436
11.650000	17769.924057
11.700000	17621.958744
11.750000	17470.057158
11.800000	17311.637430
11.850000	17170.319613
11.900000	17033.160199
11.950000	16894.251710
12.000000	16742.470934
12.050000	16578.935803
12.100000	16415.953227
12.150000	16261.650943
12.200000	16107.221186
12.250000	15974.382898
12.300000	15864.897480
12.350000	15754.334424
12.400000	15653.802829
12.450000	15552.164552
12.500000	15450.980042
12.550000	15359.582893
12.600000	15249.784488
12.650000	15110.324670
12.700000	14960.065877
12.750000	14815.638852
12.800000	14665.677432
12.850000	14520.228903
12.900000	14391.968470
12.950000	14273.637592
13.000000	14190.233624
13.050000	14123.410202
13.100000	14022.945850
13.150000	13898.555577
13.200000	13784.452173
13.250000	13660.016467
13.300000	13527.157909
13.350000	13406.544517
13.400000	13288.058994
13.450000	13161.886373
13.500000	13033.755106
13.550000	12952.249521
13.600000	12876.053163
13.650000	12784.347008
13.700000	12704.449862
13.750000	12612.535875
13.800000	12490.982818
13.850000	12361.650306
13.900000	12269.238738
13.950000	12176.343592
14.000000	12082.838957
14.050000	12008.696736
14.100000	11895.097714
14.150000	11754.333510
14.200000	11606.154958
14.250000	11490.243307
14.300000	11445.475095
14.350000	11396.808779
14.400000	11323.346219
14.450000	11227.267017
14.500000	11113.349435
14.550000	11012.302330
14.600000	10918.988308
14.650000	10822.630948
14.700000	10733.018632
14.750000	10654.702371
14.800000	10556.389774
14.850000	10465.839005
14.900000	10380.743428
14.950000	10268.647539
15.000000	10159.061213
15.050000	10042.977687
15.100000	9920.806414
15.150000	9831.082824
15.200000	9765.279538
15.250000	9693.034557
15.300000	9632.185469
15.350000	9578.074339
15.400000	9487.952456
15.450000	9397.531613
15.500000	9329.172022
15.550000	9251.351880
15.600000	9172.518403
15.650000	9097.235311
15.700000	9020.100145
15.750000	8928.494356
15.800000	8824.866346
15.850000	8702.929504
15.900000	8574.556898
15.950000	8477.145161
16.000000	8426.570722
16.050000	8403.297166
16.100000	8386.391300
16.150000	8360.558236
16.200000	8297.992844
16.250000	8210.462387
16.300000	8134.489222
16.350000	8071.991955
16.400000	7998.488699
16.450000	7941.459007
16.500000	7906.620808
16.550000	7858.887639
16.600000	7793.278039
16.650000	7726.251121
16.700000	7664.544077
16.750000	7622.157358
16.800000	7589.456069
16.850000	7543.997986
16.900000	7513.815023
16.950000	7470.763035
17.000000	7430.245278
17.050000	7425.905776
17.100000	7386.653405
17.150000	7316.718762
17.200000	7262.533678
17.250000	7216.550663
17.300000	7167.556977
17.350000	7101.665081
17.400000	7027.505675
17.450000	6959.246732
17.500000	6919.687681
17.550000	6886.618701
17.600000	6833.116275
17.650000	6780.797345
17.700000	6733.883376
17.750000	6691.929344
17.800000	6638.555430
17.850000	6605.893066
17.900000	6568.953966
17.950000	6516.016216
18.000000	6483.801905
18.050000	6442.720807
18.100000	6399.980018
18.150000	6383.256295
18.200000	6368.234853
18.250000	6320.522086
18.300000	6258.267666
18.350000	6209.160894
18.400000	6171.946334
18.450000	6135.167941
18.500000	6105.927427
18.550000	6071.488467
18.600000	6020.227724
18.650000	5952.718161
18.700000	5922.360565
18.750000	5943.975069
18.800000	5933.760909
18.850000	5893.932471
18.900000	5854.870718
18.950000	5801.512357
19.000000	5737.182223
19.050000	5669.625959
19.100000	5611.607520
19.150000	5565.664181
19.200000	5548.993950
19.250000	5532.316003
19.300000	5480.895468
19.350000	5429.577556
19.400000	5422.825334
19.450000	5416.327604
19.500000	5383.247156
19.550000	5367.745255
19.600000	5370.291930
19.650000	5383.281259
19.700000	5389.557369
19.750000	5400.614505
19.800000	5373.809363
19.850000	5292.424367
19.900000	5253.507986
19.950000	5265.750754
20.000000	5245.760712
