Time	Position
8.550000	0.913767
8.600000	0.896647
8.650000	0.874397
8.700000	0.855988
8.750000	0.853569
8.800000	0.846611
8.850000	0.848350
8.900000	0.873467
8.950000	0.884602
9.000000	0.886666
9.050000	0.902128
9.100000	0.911766
9.150000	0.899357
9.200000	0.881461
9.250000	0.850575
9.300000	0.833546
9.350000	0.847285
9.400000	0.850671
9.450000	0.807786
9.500000	0.761235
9.550000	0.748057
9.600000	0.730759
9.650000	0.736243
9.700000	0.753630
9.750000	0.744493
9.800000	0.723209
9.850000	0.691833
9.900000	0.646960
9.950000	0.624875
10.000000	0.633083
10.050000	0.631218
10.100000	0.612229
10.150000	0.593023
10.200000	0.589996
10.250000	0.600333
10.300000	0.606848
10.350000	0.596566
10.400000	0.595347
10.450000	0.617229
10.500000	0.666149
10.550000	0.705416
10.600000	0.701099
10.650000	0.704176
10.700000	0.730792
10.750000	0.735999
10.800000	0.719518
10.850000	0.692790
10.900000	0.669931
10.950000	0.674645
11.000000	0.685118
11.050000	0.692905
11.100000	0.712913
11.150000	0.729414
11.200000	0.706845
11.250000	0.694154
11.300000	0.692479
11.350000	0.654523
11.400000	0.627442
11.450000	0.623109
11.500000	0.609412
11.550000	0.606576
11.600000	0.630731
11.650000	0.640681
11.700000	0.624656
11.750000	0.621797
11.800000	0.629167
11.850000	0.643385
11.900000	0.670945
11.950000	0.700659
12.000000	0.734961
12.050000	0.747014
12.100000	0.761016
12.150000	0.767385
12.200000	0.747427
12.250000	0.732053
12.300000	0.712299
12.350000	0.688011
12.400000	0.669817
12.450000	0.642791
12.500000	0.631160
12.550000	0.643904
12.600000	0.630065
12.650000	0.612923
12.700000	0.611720
12.750000	0.601680
12.800000	0.588883
12.850000	0.574104
12.900000	0.582433
12.950000	0.591715
13.000000	0.563818
13.050000	0.554384
13.100000	0.552521
13.150000	0.526658
13.200000	0.503456
13.250000	0.517102
13.300000	0.555781
13.350000	0.590542
13.400000	0.602629
13.450000	0.559295
13.500000	0.519553
13.550000	0.513159
13.600000	0.484921
13.650000	0.468607
13.700000	0.472469
13.750000	0.460071
13.800000	0.425915
13.850000	0.397775
13.900000	0.386856
13.950000	0.401178
14.000000	0.431818
14.050000	0.466006
14.100000	0.501540
14.150000	0.507784
14.200000	0.492733
14.250000	0.478277
14.300000	0.475690
14.350000	0.483262
14.400000	0.477922
14.450000	0.466780
14.500000	0.464919
14.550000	0.473125
14.600000	0.467229
14.650000	0.447782
14.700000	0.442124
14.750000	0.464652
14.800000	0.507056
14.850000	0.518753
14.900000	0.525585
14.950000	0.561070
15.000000	0.592788
15.050000	0.599666
15.100000	0.591201
15.150000	0.589303
15.200000	0.604418
15.250000	0.605916
15.300000	0.588741
15.350000	0.579083
15.400000	0.577129
15.450000	0.587429
15.500000	0.602920
15.550000	0.595650
15.600000	0.587269
15.650000	0.594849
15.700000	0.585175
15.750000	0.552643
15.800000	0.538495
15.850000	0.542286
15.900000	0.525087
15.950000	0.514847
16.000000	0.535454
16.050000	0.549077
16.100000	0.542162
16.150000	0.533807
16.200000	0.511489
16.250000	0.486324
16.300000	0.480693
16.350000	0.503811
16.400000	0.530117
16.450000	0.531442
16.500000	0.514457
16.550000	0.506742
16.600000	0.514215
16.650000	0.510101
16.700000	0.520621
16.750000	0.546712
16.800000	0.563057
16.850000	0.576307
16.900000	0.606026
16.950000	0.631967
17.000000	0.631886
17.050000	0.636056
17.100000	0.647151
17.150000	0.654816
17.200000	0.663973
17.250000	0.660742
17.300000	0.665412
17.350000	0.673922
17.400000	0.654781
17.450000	0.645103
17.500000	0.660600
17.550000	0.643861
17.600000	0.577414
17.650000	0.537689
17.700000	0.537619
17.750000	0.530009
17.800000	0.507096
17.850000	0.477646
17.900000	0.445219
17.950000	0.414253
18.000000	0.384350
18.050000	0.363219
18.100000	0.352138
18.150000	0.340849
18.200000	0.349637
18.250000	0.364268
18.300000	0.388951
18.350000	0.428887
18.400000	0.458757
18.450000	0.502896
18.500000	0.529519
18.550000	0.546344
18.600000	0.570087
18.650000	0.584888
18.700000	0.567485
18.750000	0.506772
18.800000	0.472175
18.850000	0.477556
18.900000	0.493780
18.950000	0.479627
19.000000	0.444164
19.050000	0.433224
19.100000	0.437361
19.150000	0.431408
19.200000	0.428773
19.250000	0.422320
19.300000	0.405606
19.350000	0.381521
19.400000	0.368768
19.450000	0.370294
19.500000	0.370212
19.550000	0.387557
19.600000	0.404237
19.650000	0.407040
19.700000	0.419835
19.750000	0.425580
19.800000	0.412216
19.850000	0.395254
19.900000	0.376663
19.950000	0.370504
20.000000	0.383971
