Relaxation	TimeSeparation
0.165576	20
0.164042	21
0.162523	21
0.161035	21
0.159584	21
0.158155	21
0.156748	21
0.155363	21
0.154005	21
0.152664	21
0.151330	21
0.150011	22
0.148708	22
0.147420	22
0.146129	22
0.144853	22
0.143594	22
0.142359	22
0.141140	22
0.139931	22
0.138725	22
0.137534	23
0.136364	23
0.135222	23
0.134107	23
0.133003	23
0.131915	23
0.130847	23
0.129785	23
0.128726	23
0.127682	23
0.126664	24
0.125654	24
0.124656	24
0.123669	24
0.122689	24
0.121715	24
0.120752	24
0.119787	24
0.118827	24
0.117877	24
0.116946	25
0.116023	25
0.115108	25
0.114197	25
0.113289	25
0.112379	25
0.111484	25
0.110596	25
0.109714	25
0.108821	25
0.107935	26
0.107053	26
0.106176	26
0.105303	26
0.104447	26
0.103598	26
0.102755	26
0.101916	26
0.101082	26
0.100258	26
0.099431	27
0.098594	27
0.097758	27
0.096919	27
0.096083	27
0.095260	27
0.094450	27
0.093652	27
0.092863	27
0.092075	27
0.091291	28
0.090507	28
0.089720	28
0.088935	28
0.088157	28
0.087376	28
0.086597	28
0.085820	28
0.085048	28
0.084290	28
0.083545	29
0.082811	29
0.082093	29
0.081384	29
0.080689	29
0.080004	29
0.079326	29
0.078644	29
0.077959	29
0.077282	29
0.076606	30
0.075930	30
0.075238	30
0.074540	30
0.073838	30
0.073132	30
0.072431	30
0.071731	30
0.071023	30
0.070313	30
0.069621	31
0.068943	31
0.068276	31
0.067624	31
0.066979	31
0.066353	31
0.065738	31
0.065132	31
0.064531	31
0.063934	31
0.063349	32
0.062772	32
0.062195	32
0.061618	32
0.061058	32
0.060510	32
0.059966	32
0.059422	32
0.058878	32
0.058333	32
0.057799	33
0.057271	33
0.056749	33
0.056220	33
0.055691	33
0.055165	33
0.054637	33
0.054120	33
0.053611	33
0.053114	33
0.052621	34
0.052136	34
0.051650	34
0.051163	34
0.050690	34
0.050221	34
0.049740	34
0.049267	34
0.048787	34
0.048298	34
0.047824	35
0.047358	35
0.046891	35
0.046428	35
0.045968	35
0.045509	35
0.045047	35
0.044587	35
0.044131	35
0.043675	35
0.043219	36
0.042762	36
0.042307	36
0.041855	36
0.041405	36
0.040960	36
0.040523	36
0.040100	36
0.039683	36
0.039271	36
0.038874	37
0.038498	37
0.038144	37
0.037796	37
0.037456	37
0.037126	37
0.036805	37
0.036487	37
0.036167	37
0.035856	37
0.035551	38
0.035239	38
0.034918	38
0.034593	38
0.034268	38
0.033942	38
0.033625	38
0.033317	38
0.033011	38
0.032711	38
0.032419	39
0.032138	39
0.031854	39
0.031581	39
0.031320	39
0.031059	39
0.030797	39
0.030536	39
0.030283	39
0.030036	39
0.029801	40
0.029569	40
0.029339	40
0.029122	40
0.028915	40
0.028702	40
0.028489	40
0.028271	40
0.028070	40
0.027885	40
0.027703	41
0.027519	41
0.027344	41
0.027167	41
0.027003	41
0.026837	41
0.026661	41
0.026480	41
0.026300	41
0.026129	41
0.025967	42
0.025812	42
0.025656	42
0.025493	42
0.025327	42
0.025153	42
0.024972	42
0.024778	42
0.024590	42
0.024402	42
0.024209	43
0.024020	43
0.023830	43
0.023647	43
0.023472	43
0.023300	43
0.023125	43
0.022946	43
0.022762	43
0.022565	43
0.022362	44
0.022158	44
0.021964	44
0.021779	44
0.021591	44
0.021399	44
0.021202	44
0.020999	44
0.020786	44
0.020567	44
0.020350	45
0.020135	45
0.019913	45
0.019698	45
0.019490	45
0.019291	45
0.019104	45
0.018928	45
0.018763	45
0.018601	45
0.018437	46
0.018278	46
0.018130	46
0.017994	46
0.017870	46
0.017758	46
0.017647	46
0.017535	46
0.017431	46
0.017331	46
0.017238	47
0.017148	47
0.017061	47
0.016974	47
0.016891	47
0.016812	47
0.016747	47
0.016699	47
0.016666	47
0.016639	47
0.016616	48
0.016597	48
0.016593	48
0.016599	48
0.016610	48
0.016625	48
0.016637	48
0.016645	48
0.016651	48
0.016648	48
0.016640	49
0.016630	49
0.016614	49
0.016594	49
0.016583	49
0.016570	49
0.016565	49
0.016563	49
0.016565	49
0.016572	49
