ProtocolTime	Work

5	6.055798
10	12.154833
15	18.354315
20	24.333596
25	30.532763
30	36.575591
35	42.900855
40	49.001330
45	54.878575
50	61.134608
55	67.184743
60	73.423579
65	79.636255
70	85.567560
75	91.903170
80	97.908729
85	103.914354
90	110.285552
95	116.546680
100	122.498006
105	128.519813
110	134.444695
115	140.650142
120	146.971797
125	152.968694
130	159.086956
135	165.196843
140	171.122024
145	177.480719
150	183.294100
155	189.842233
160	195.921226
165	202.046851
170	208.143589
175	214.278361
180	220.235077
185	226.693166
190	232.813672
195	238.860827
200	244.837974
