ProtocolTime	Work

5	120.104321
10	59.475794
15	40.848983
20	29.949683
25	24.340675
30	19.747769
35	17.751574
40	15.687567
45	13.440231
50	12.339728
55	11.074074
60	10.601524
65	9.630076
70	9.012210
75	8.964740
80	8.206761
85	7.631937
90	7.724142
95	7.141335
100	7.062782
