ProtocolTime	Work

5	1.514136
10	3.031185
15	4.570133
20	6.093116
25	7.642302
30	9.157651
35	10.682849
40	12.250463
45	13.777051
50	15.272613
55	16.853930
60	18.374300
65	19.862652
70	21.426915
75	22.917317
80	24.470420
85	26.031150
90	27.554704
95	29.105458
100	30.605505
105	32.175958
110	33.681689
115	35.199948
120	36.719320
125	38.262427
130	39.801430
135	41.296938
140	42.908937
145	44.470338
150	45.853248
155	47.467128
160	48.944598
165	50.487900
170	52.061512
175	53.529112
180	55.102237
185	56.668945
190	58.175933
195	59.631534
200	61.211222
