ProtocolTime	Work

5	0.723396
10	1.474118
15	2.218907
20	2.989949
25	3.767573
30	4.555990
35	5.317290
40	6.134632
45	6.878598
50	7.563118
55	8.433165
60	9.158369
65	9.902950
70	10.716108
75	11.411792
80	12.218835
85	13.035410
90	13.797930
95	14.598223
100	15.296296
105	16.120429
110	16.908122
115	17.605095
120	18.310310
125	19.061724
130	19.796194
135	20.620837
140	21.389028
145	22.202736
150	22.872475
155	23.655020
160	24.338767
165	25.149878
170	26.049252
175	26.733144
180	27.527350
185	28.278009
190	29.048517
195	29.784006
200	30.629699
