ProtocolTime	Work

5	123.641316
10	66.301885
15	49.021099
20	42.148953
25	38.767465
30	38.439043
35	38.888060
40	38.278958
45	40.081510
50	42.283446
55	44.228819
60	45.841137
65	48.181390
70	50.180104
75	53.205142
80	55.908035
85	58.251209
90	60.869640
95	63.034056
100	66.150498
105	71.158920
110	72.769136
115	74.866596
120	79.227143
125	79.809954
130	82.977984
135	85.613345
140	88.510792
145	91.032560
150	93.184961
155	97.885462
160	100.495268
165	101.854218
170	105.239347
175	109.312043
180	111.889540
185	114.919065
190	117.804689
195	122.451198
200	123.090790
