Time	Work

10.000000	745.007515
15.000000	517.530809
20.000000	398.098232
25.000000	325.614110
30.000000	288.252656
35.000000	252.219541
40.000000	237.805144
45.000000	219.630591
50.000000	205.920621
55.000000	200.585996
60.000000	197.016726
65.000000	193.716476
70.000000	191.669955
75.000000	189.604522
80.000000	190.434756
85.000000	195.982202
90.000000	192.112622
95.000000	193.634371
100.000000	197.926519
105.000000	203.237479
