Time	Work

10.000000	826.476641
15.000000	662.159861
20.000000	584.317500
25.000000	560.053564
30.000000	567.267658
35.000000	576.551208
40.000000	613.032818
45.000000	652.051926
50.000000	669.601143
55.000000	718.685246
60.000000	760.329475
65.000000	813.178353
70.000000	864.230132
75.000000	893.186205
80.000000	969.666081
85.000000	994.372176
90.000000	1047.662123
95.000000	1131.843272
100.000000	1119.222364
105.000000	1171.954003
