Time	Work

10.000000	748.194217
15.000000	493.376207
20.000000	376.426821
25.000000	298.940829
30.000000	253.575633
35.000000	215.258901
40.000000	190.736558
45.000000	168.610327
50.000000	152.752592
55.000000	140.805636
60.000000	128.406052
65.000000	119.246489
70.000000	113.290516
75.000000	104.611374
80.000000	99.103201
85.000000	94.665922
90.000000	89.490304
95.000000	86.207249
100.000000	82.439270
105.000000	78.937526
