Time	Work

10.000000	753.544223
15.000000	504.088164
20.000000	389.220883
25.000000	315.676717
30.000000	268.451934
35.000000	238.115990
40.000000	214.806166
45.000000	198.339009
50.000000	180.803239
55.000000	173.298250
60.000000	163.914006
65.000000	156.062704
70.000000	154.088671
75.000000	150.008149
80.000000	147.362194
85.000000	144.452265
90.000000	142.005580
95.000000	144.338744
100.000000	141.202125
105.000000	142.784318
