ProtocolTime	Work

5	239.767325
10	120.713829
15	80.015916
20	60.886589
25	48.276117
30	40.722291
35	34.289504
40	30.280197
45	26.265985
50	23.640519
55	22.062164
60	20.134423
65	18.474389
70	17.440115
75	15.891639
80	15.505179
85	14.056235
90	13.348172
95	12.632285
100	12.193603
105	11.456974
110	11.251414
115	10.944831
120	9.860105
125	9.728345
130	9.056647
135	8.875009
140	8.822116
145	8.501274
150	8.183700
155	8.077971
160	7.753771
165	7.352032
170	7.407063
175	7.035452
180	6.708077
185	6.754108
190	6.579678
195	6.458276
200	5.892451
