500.100000	200.040916
500.200000	200.176956
500.300000	200.320835
500.400000	200.373068
500.500000	200.474707
500.600000	200.456894
500.700000	200.470016
500.800000	200.471643
500.900000	200.339386
501.000000	200.286939
501.100000	200.102161
501.200000	199.908920
501.300000	199.749825
501.400000	199.671031
501.500000	199.582792
501.600000	199.614595
501.700000	199.676371
501.800000	199.729988
501.900000	199.865009
502.000000	200.032681
502.100000	200.216950
502.200000	200.311537
502.300000	200.410786
502.400000	200.519382
502.500000	200.533669
502.600000	200.661590
502.700000	200.815940
502.800000	201.037227
502.900000	201.206299
503.000000	201.363132
503.100000	201.484604
503.200000	201.509535
503.300000	201.418151
503.400000	201.372392
503.500000	201.255236
503.600000	201.183353
503.700000	201.098667
503.800000	201.100075
503.900000	201.185688
504.000000	201.167023
504.100000	201.103011
504.200000	201.059085
504.300000	201.128283
504.400000	201.163431
504.500000	201.211215
504.600000	201.165994
504.700000	201.225835
504.800000	201.380368
504.900000	201.388260
505.000000	201.459220
505.100000	201.496611
505.200000	201.545277
505.300000	201.679334
505.400000	201.845004
505.500000	201.973551
505.600000	202.083746
505.700000	202.094700
505.800000	202.076394
505.900000	202.085973
506.000000	202.011937
506.100000	201.963789
506.200000	201.859236
506.300000	201.688073
506.400000	201.589535
506.500000	201.448140
506.600000	201.287308
506.700000	201.165219
506.800000	201.141130
506.900000	201.121110
507.000000	201.230286
507.100000	201.468225
507.200000	201.646424
507.300000	201.817135
507.400000	201.955997
507.500000	202.182501
507.600000	202.300066
507.700000	202.448243
507.800000	202.589680
507.900000	202.610424
508.000000	202.681281
508.100000	202.772132
508.200000	202.962315
508.300000	203.100410
508.400000	203.151022
508.500000	203.132312
508.600000	203.103508
508.700000	203.204859
508.800000	203.384955
508.900000	203.490851
509.000000	203.677027
509.100000	203.652286
509.200000	203.597419
509.300000	203.464181
509.400000	203.334381
509.500000	203.374297
509.600000	203.528330
509.700000	203.552104
509.800000	203.522425
509.900000	203.502879
510.000000	203.473323
510.100000	203.451166
510.200000	203.480351
510.300000	203.397722
510.400000	203.467604
510.500000	203.649686
510.600000	203.666267
510.700000	203.730222
510.800000	203.846640
510.900000	203.908487
511.000000	203.948748
511.100000	204.049177
511.200000	204.175360
511.300000	204.372766
511.400000	204.544525
511.500000	204.656986
511.600000	204.764586
511.700000	204.869081
511.800000	205.028764
511.900000	205.158840
512.000000	205.176333
512.100000	205.218101
512.200000	205.270270
512.300000	205.388440
512.400000	205.431181
512.500000	205.482624
512.600000	205.451639
512.700000	205.467550
512.800000	205.475706
512.900000	205.386059
513.000000	205.220680
513.100000	205.037817
513.200000	204.873860
513.300000	204.703707
513.400000	204.546876
513.500000	204.368043
513.600000	204.259658
513.700000	204.323362
513.800000	204.487870
513.900000	204.615194
514.000000	204.702736
514.100000	204.776507
514.200000	204.957204
514.300000	205.122513
514.400000	205.254325
514.500000	205.479892
514.600000	205.723100
514.700000	205.826396
514.800000	205.922248
514.900000	205.948340
515.000000	205.995319
515.100000	205.986739
515.200000	206.087202
515.300000	206.134865
515.400000	206.140267
515.500000	206.091839
515.600000	206.055204
515.700000	206.002225
515.800000	205.886499
515.900000	205.770296
516.000000	205.711025
516.100000	205.723849
516.200000	205.791950
516.300000	205.821496
516.400000	205.834921
516.500000	205.797899
516.600000	205.845037
516.700000	205.902882
516.800000	205.932598
516.900000	205.942154
517.000000	205.936655
517.100000	206.001621
517.200000	206.018489
517.300000	206.119378
517.400000	206.076411
517.500000	206.083444
517.600000	206.178991
517.700000	206.314802
517.800000	206.387142
517.900000	206.525432
518.000000	206.684520
518.100000	206.918191
518.200000	207.104379
518.300000	207.294639
518.400000	207.364712
518.500000	207.429467
518.600000	207.455715
518.700000	207.465663
518.800000	207.514823
518.900000	207.438706
519.000000	207.466029
519.100000	207.610395
519.200000	207.773949
519.300000	207.892274
519.400000	207.849482
519.500000	207.748553
519.600000	207.600226
519.700000	207.578220
519.800000	207.517254
519.900000	207.453420
520.000000	207.541808
520.100000	207.694657
520.200000	207.772692
520.300000	207.864221
520.400000	207.922712
520.500000	208.132919
520.600000	208.384380
520.700000	208.526706
520.800000	208.712417
520.900000	208.988109
521.000000	209.167393
521.100000	209.179889
521.200000	209.184249
521.300000	209.085910
521.400000	208.893953
521.500000	208.708105
521.600000	208.640944
521.700000	208.597440
521.800000	208.541797
521.900000	208.520950
522.000000	208.493915
522.100000	208.422597
522.200000	208.421362
522.300000	208.372309
522.400000	208.358743
522.500000	208.476384
522.600000	208.523899
522.700000	208.579361
522.800000	208.550719
522.900000	208.498851
523.000000	208.378223
523.100000	208.426792
523.200000	208.491068
523.300000	208.667439
523.400000	208.850990
523.500000	208.910033
523.600000	208.962417
523.700000	208.923318
523.800000	208.920598
523.900000	208.893874
524.000000	208.844654
524.100000	208.859022
524.200000	208.838610
524.300000	208.802762
524.400000	208.807130
524.500000	208.681307
524.600000	208.583294
524.700000	208.549186
524.800000	208.538853
524.900000	208.483435
525.000000	208.537285
