CPTime	InternalTime

150.10	342.10
175.10	501.30
200.10	656.30
225.10	854.10
250.10	1003.90
275.10	1192.60
300.10	1367.40
325.00	1503.10
350.00	1692.70
375.00	1845.10
400.00	2014.90
425.00	2176.10
450.00	2346.10
475.00	2547.30
500.00	2705.50
525.00	2881.90
550.00	2993.80
575.00	3260.70
600.00	3395.80
625.00	3515.50
650.00	3738.10
675.00	3855.70
700.00	4096.60
725.00	4238.20
750.00	4385.70
775.00	4505.70
800.00	4722.30
825.00	4861.00
850.00	5032.90
875.00	5140.90
900.00	5461.60
925.00	5555.10
950.00	5712.40
975.00	5906.80
1000.00	6063.70
1025.00	6296.50
1050.00	6404.90
1075.00	6622.10
1100.00	6793.30
1125.00	6862.10
1150.00	7085.80
1175.00	7214.50
1200.00	7405.60
1225.10	7568.50
1250.10	7837.70
1275.10	7982.10
1300.10	8095.00
1325.10	8305.10
1350.10	8378.60
1375.10	8654.50
1400.10	8744.50
1425.10	8799.40
1450.10	9175.00
1475.10	9301.10
1500.10	9481.10
1525.10	9612.10
1550.10	9725.90
1575.10	9933.40
1600.10	10131.30
1625.10	10367.30
1650.10	10381.10
1675.10	10720.60
1700.10	10786.70
1725.10	10908.90
1750.10	11158.60
1775.10	11263.30
1800.10	11406.10
1825.10	11619.10
1850.10	11825.20
1875.10	11968.10
1900.10	12140.20
1925.10	12355.80
1950.10	12520.90
1975.10	12580.30
2000.10	12806.30
2025.10	13031.20
2050.10	13214.40
2075.10	13321.60
2100.10	13509.70
2125.10	13555.10
2150.10	13936.90
2175.10	13992.10
2200.10	14193.10
2225.10	14440.60
2250.10	14645.70
2275.10	14758.20
2300.10	14833.10
2325.10	14999.00
2350.10	15109.90
2375.10	15478.90
2400.10	15501.70
2425.10	15668.50
2450.10	15789.60
2475.10	16058.80
2500.10	16182.50
2525.10	16491.10
2550.10	16567.70
2575.10	16700.50
2600.10	16905.30
2625.10	17095.30
