CPTime	InternalTime

150.10	597.70
175.10	892.50
200.10	1225.60
225.10	1486.60
250.10	1779.90
275.10	2151.10
300.10	2397.70
325.00	2694.30
350.00	3048.00
375.00	3327.10
400.00	3606.50
425.00	3892.10
450.00	4225.30
475.00	4574.10
500.00	4754.80
525.00	5108.70
550.00	5364.90
575.00	5691.10
600.00	6134.50
625.00	6360.10
650.00	6699.10
675.00	6882.60
700.00	7274.10
725.00	7621.30
750.00	7800.10
775.00	8061.60
800.00	8435.30
825.00	8636.60
850.00	9020.10
875.00	9295.10
900.00	9683.30
925.00	10007.40
950.00	10158.10
975.00	10519.00
1000.00	10863.00
1025.00	11079.70
1050.00	11382.60
1075.00	11759.90
1100.00	12063.70
1125.00	12348.80
1150.00	12791.80
1175.00	13044.20
1200.00	13276.30
1225.10	13639.00
1250.10	13900.10
1275.10	14213.20
1300.10	14472.40
1325.10	14712.70
1350.10	15042.40
1375.10	15307.30
1400.10	15634.60
1425.10	15881.70
1450.10	16162.60
1475.10	16603.30
1500.10	16741.90
1525.10	17287.60
1550.10	17413.60
1575.10	17805.70
1600.10	18174.40
1625.10	18288.50
1650.10	18735.80
1675.10	18905.10
1700.10	19121.70
1725.10	19618.60
1750.10	19896.10
1775.10	20168.80
1800.10	20642.70
1825.10	20610.10
1850.10	21147.10
1875.10	21336.10
1900.10	21725.30
1925.10	21801.10
1950.10	22320.10
1975.10	22604.50
2000.10	22993.20
2025.10	23116.90
2050.10	23673.70
2075.10	23979.70
2100.10	24246.10
2125.10	24437.80
2150.10	24543.00
2175.10	24941.40
2200.10	25231.90
2225.10	25670.50
2250.10	25820.10
2275.10	26182.90
2300.10	26579.60
2325.10	26766.10
2350.10	27127.60
2375.10	27570.70
2400.10	27641.30
2425.10	27842.60
2450.10	28530.50
2475.10	28501.30
2500.10	28887.70
2525.10	29041.20
2550.10	29514.90
2575.10	29917.50
2600.10	30203.90
2625.10	30433.70
