CPTime	InternalTime

150.10	1143.10
175.10	1671.00
200.10	2225.70
225.10	2758.90
250.10	3292.90
275.10	3919.70
300.10	4437.10
325.00	5089.60
350.00	5709.70
375.00	6136.30
400.00	6758.10
425.00	7254.30
450.00	7816.20
475.00	8331.30
500.00	9094.90
525.00	9538.20
550.00	10016.00
575.00	10712.10
600.00	11169.10
625.00	11816.10
650.00	12352.10
675.00	12999.10
700.00	13432.70
725.00	14086.70
750.00	14662.50
775.00	15448.00
800.00	15637.70
825.00	16408.90
850.00	16724.10
875.00	17483.90
900.00	17894.90
925.00	18342.60
950.00	18977.50
975.00	19766.50
1000.00	20139.10
1025.00	20786.50
1050.00	21231.10
1075.00	21827.10
1100.00	22431.60
1125.00	22844.90
1150.00	23641.90
1175.00	24080.10
1200.00	24555.00
1225.10	25299.10
1250.10	25845.70
1275.10	26407.90
1300.10	26852.10
1325.10	27532.90
1350.10	28018.30
1375.10	28505.60
1400.10	29257.30
1425.10	29722.20
1450.10	30348.30
1475.10	30746.00
1500.10	31497.70
1525.10	32044.90
1550.10	32630.60
1575.10	32966.50
1600.10	33581.70
1625.10	34184.80
1650.10	34471.30
1675.10	35046.10
1700.10	35830.90
1725.10	36573.90
1750.10	37158.30
1775.10	37352.80
1800.10	37933.90
1825.10	38817.30
1850.10	39437.80
1875.10	39559.90
1900.10	40116.70
1925.10	41052.10
1950.10	41647.30
1975.10	42140.10
2000.10	42650.50
2025.10	43343.50
2050.10	43996.00
2075.10	44364.70
2100.10	44859.30
2125.10	45650.60
2150.10	45966.40
2175.10	46390.70
2200.10	47011.60
2225.10	47357.10
2250.10	47902.90
2275.10	48900.10
2300.10	49243.70
2325.10	49848.20
2350.10	50954.90
2375.10	50916.10
2400.10	51632.20
2425.10	52544.90
2450.10	52722.10
2475.10	53479.70
2500.10	54077.50
2525.10	54131.10
2550.10	54640.10
2575.10	55436.20
2600.10	56350.10
2625.10	56560.10
