CPTime	InternalTime

150.10	1127.10
175.10	1712.80
200.10	2263.30
225.10	2784.70
250.10	3291.30
275.10	3925.00
300.10	4390.50
325.00	5090.10
350.00	5522.10
375.00	6205.50
400.00	6805.10
425.00	7183.90
450.00	7938.10
475.00	8613.70
500.00	8950.60
525.00	9430.10
550.00	10217.30
575.00	10564.10
600.00	11345.50
625.00	11810.80
650.00	12484.90
675.00	12943.10
700.00	13578.70
725.00	14038.70
750.00	14715.10
775.00	15125.00
800.00	15652.00
825.00	16203.30
850.00	16782.60
875.00	17452.90
900.00	18003.70
925.00	18441.20
950.00	19198.90
975.00	19687.60
1000.00	20141.70
1025.00	20775.70
1050.00	21097.00
1075.00	21715.30
1100.00	22484.90
1125.00	22996.50
1150.00	23434.70
1175.00	23955.40
1200.00	24545.70
1225.10	25318.90
1250.10	25737.70
1275.10	26321.50
1300.10	26680.10
1325.10	27415.60
1350.10	28216.50
1375.10	28584.60
1400.10	29008.10
1425.10	29670.50
1450.10	30124.10
1475.10	30940.90
1500.10	31537.30
1525.10	32062.90
1550.10	32714.10
1575.10	32942.30
1600.10	33736.70
1625.10	34364.50
1650.10	34610.50
1675.10	35301.80
1700.10	36007.30
1725.10	36654.10
1750.10	37015.90
1775.10	37543.60
1800.10	38601.30
1825.10	39004.10
1850.10	39395.50
1875.10	39671.70
1900.10	40489.30
1925.10	41040.50
1950.10	41467.60
1975.10	41916.90
2000.10	42856.90
2025.10	43129.90
2050.10	44026.70
2075.10	44488.90
2100.10	44742.70
2125.10	45468.90
2150.10	45984.10
2175.10	46860.90
2200.10	47323.80
2225.10	47680.10
2250.10	48144.10
2275.10	48874.60
2300.10	49248.10
2325.10	49824.70
2350.10	50420.10
2375.10	51158.90
2400.10	51504.00
2425.10	52265.10
2450.10	52743.70
2475.10	53512.70
2500.10	53975.30
2525.10	54763.30
2550.10	54997.70
2575.10	55536.90
2600.10	56301.40
2625.10	57056.10
