CPTime	InternalTime

150.10	195.10
175.10	315.10
200.10	393.10
225.10	497.70
250.10	612.90
275.10	700.50
300.10	814.20
325.00	905.10
350.00	991.10
375.00	1093.00
400.00	1201.90
425.00	1304.20
450.00	1416.50
475.00	1524.10
500.00	1587.70
525.00	1680.60
550.00	1792.60
575.00	1891.90
600.00	2018.20
625.00	2095.60
650.00	2201.10
675.00	2305.20
700.00	2358.50
725.00	2521.30
750.00	2584.00
775.00	2710.50
800.00	2794.50
825.00	2903.00
850.00	3009.10
875.00	3125.10
900.00	3170.50
925.00	3282.10
950.00	3370.90
975.00	3527.20
1000.00	3579.70
1025.00	3709.90
1050.00	3795.30
1075.00	3885.30
1100.00	3990.90
1125.00	4046.10
1150.00	4183.90
1175.00	4274.50
1200.00	4403.60
1225.10	4465.00
1250.10	4558.50
1275.10	4648.90
1300.10	4754.80
1325.10	4889.70
1350.10	4984.60
1375.10	5095.30
1400.10	5183.50
1425.10	5286.90
1450.10	5367.70
1475.10	5422.60
1500.10	5585.70
1525.10	5680.10
1550.10	5822.00
1575.10	5890.10
1600.10	6003.30
1625.10	6072.60
1650.10	6176.70
1675.10	6246.90
1700.10	6378.50
1725.10	6469.00
1750.10	6608.10
1775.10	6688.60
1800.10	6817.60
1825.10	6885.20
1850.10	6996.90
1875.10	7116.70
1900.10	7231.60
1925.10	7276.60
1950.10	7373.50
1975.10	7514.50
2000.10	7595.80
2025.10	7657.30
2050.10	7748.50
2075.10	7907.60
2100.10	7990.60
2125.10	8093.10
2150.10	8172.10
2175.10	8323.70
2200.10	8393.10
2225.10	8438.10
2250.10	8575.70
2275.10	8680.90
2300.10	8753.70
2325.10	8879.50
2350.10	9005.50
2375.10	9052.30
2400.10	9168.90
2425.10	9264.10
2450.10	9374.50
2475.10	9499.10
2500.10	9587.30
2525.10	9687.30
2550.10	9780.60
2575.10	9871.60
2600.10	9984.10
2625.10	10178.20
