ProtocolTime	Work

50	86.289198
75	46.893796
100	33.492560
125	26.721164
150	24.402452
175	22.305247
200	22.873111
225	22.417931
250	22.518929
275	23.565884
300	24.418742
325	25.049574
350	26.008119
375	27.407174
400	28.351196
425	29.701575
450	30.399039
475	31.478794
500	32.988022
525	34.200555
550	35.265258
575	36.083246
600	38.545013
625	38.379685
650	39.892803
675	41.258012
700	42.432226
725	44.011291
750	45.988484
775	47.325101
800	47.900520
825	49.670969
850	50.988785
875	51.874594
900	54.034187
925	56.060502
950	57.802637
975	58.118417
1000	59.624717
1025	62.150488
1050	64.069740
1075	61.490388
1100	64.562474
1125	65.346642
1150	67.053287
1175	70.031961
1200	71.202019
1225	71.350453
1250	73.347602
1275	73.300396
1300	75.846513
1325	77.147574
1350	78.415779
1375	79.630460
1400	80.167100
1425	82.313580
1450	83.701067
1475	84.974968
1500	87.454985
1525	88.907581
1550	89.574540
1575	91.402015
1600	91.556622
1625	93.331049
1650	94.022100
1675	94.670795
1700	98.450117
1725	98.614853
1750	99.717611
1775	100.313678
1800	101.872531
1825	106.262498
1850	105.201596
1875	107.540348
1900	107.569424
1925	111.467033
1950	112.467326
1975	111.601243
2000	114.449908
2025	115.049088
2050	116.930718
2075	119.293974
2100	118.972285
2125	121.814943
2150	122.520650
2175	124.582963
2200	125.619161
2225	127.099680
2250	126.865761
2275	129.602748
2300	130.376052
2325	132.485414
2350	132.395677
2375	133.906100
2400	136.125899
2425	136.669307
2450	138.182557
2475	140.849795
2500	143.469644
2525	141.997241
