CPTime	InternalTime

150.10	77.90
175.10	118.60
200.10	163.00
225.10	203.30
250.10	239.50
275.10	269.60
300.10	316.80
325.00	360.50
350.00	401.10
375.00	442.60
400.00	481.70
425.00	527.80
450.00	563.70
475.00	605.20
500.00	633.30
525.00	677.40
550.00	727.80
575.00	753.70
600.00	798.10
625.00	839.20
650.00	883.90
675.00	912.70
700.00	952.10
725.00	1000.60
750.00	1036.00
775.00	1088.90
800.00	1122.20
825.00	1158.50
850.00	1199.10
875.00	1238.10
900.00	1286.80
925.00	1313.40
950.00	1363.10
975.00	1400.50
1000.00	1442.30
1025.00	1479.20
1050.00	1514.10
1075.00	1580.10
1100.00	1588.00
1125.00	1623.30
1150.00	1681.20
1175.00	1718.90
1200.00	1759.50
1225.10	1797.20
1250.10	1849.40
1275.10	1885.00
1300.10	1906.90
1325.10	1946.50
1350.10	1989.90
1375.10	2034.70
1400.10	2091.30
1425.10	2130.10
1450.10	2132.70
1475.10	2185.30
1500.10	2237.30
1525.10	2284.90
1550.10	2331.50
1575.10	2368.60
1600.10	2397.80
1625.10	2448.50
1650.10	2488.70
1675.10	2523.90
1700.10	2569.00
1725.10	2592.50
1750.10	2651.30
1775.10	2678.10
1800.10	2717.90
1825.10	2760.20
1850.10	2805.80
1875.10	2835.90
1900.10	2874.50
1925.10	2927.30
1950.10	2928.90
1975.10	2987.40
2000.10	3036.10
2025.10	3092.90
2050.10	3113.90
2075.10	3137.80
2100.10	3198.10
2125.10	3223.30
2150.10	3272.90
2175.10	3303.50
2200.10	3366.40
2225.10	3382.00
2250.10	3434.90
2275.10	3474.10
2300.10	3520.30
2325.10	3571.30
2350.10	3589.70
2375.10	3620.80
2400.10	3680.70
2425.10	3708.90
2450.10	3746.10
2475.10	3773.60
2500.10	3841.00
2525.10	3882.90
2550.10	3919.10
2575.10	3942.40
2600.10	3996.10
2625.10	4018.30
