ProtocolTime	Work

50	81.144295
75	40.011789
100	25.142930
125	17.191727
150	13.061350
175	10.094157
200	8.429656
225	7.284273
250	5.930065
275	5.213934
300	4.638049
325	4.277508
350	3.772658
375	3.501924
400	3.294128
425	3.113625
450	2.618436
475	2.647543
500	2.383692
525	2.380182
550	2.049149
575	2.120744
600	1.936015
625	1.871065
650	1.755592
675	1.687340
700	1.501873
725	1.540332
750	1.411427
775	1.404757
800	1.401909
825	1.348767
850	1.254950
875	1.170951
900	1.178122
925	1.191330
950	1.069817
975	1.127256
1000	1.062416
1025	1.111305
1050	1.059567
1075	0.999878
1100	0.899495
1125	0.817577
1150	0.885124
1175	0.799399
1200	0.891995
1225	0.796999
1250	0.883109
1275	0.830604
1300	0.791865
1325	0.791111
1350	0.721764
1375	0.816820
1400	0.741758
1425	0.799472
1450	0.595180
1475	0.675277
1500	0.776232
1525	0.665885
1550	0.681460
1575	0.649977
1600	0.533267
1625	0.648352
1650	0.635162
1675	0.478694
1700	0.581688
1725	0.589159
1750	0.539328
1775	0.547300
1800	0.497500
1825	0.488174
1850	0.516575
1875	0.557990
1900	0.547069
1925	0.535139
1950	0.543924
1975	0.525950
2000	0.448649
2025	0.521358
2050	0.440435
2075	0.412007
2100	0.450943
2125	0.447704
2150	0.456881
2175	0.385656
2200	0.386175
2225	0.408280
2250	0.414519
2275	0.430666
2300	0.376971
2325	0.349879
2350	0.454097
2375	0.417420
2400	0.337146
2425	0.360430
2450	0.304224
2475	0.418650
2500	0.391584
2525	0.417412
