CPTime	InternalTime

150.10	334.00
175.10	493.30
200.10	685.90
225.10	838.70
250.10	1013.70
275.10	1177.70
300.10	1354.10
325.00	1544.30
350.00	1684.90
375.00	1848.10
400.00	2030.70
425.00	2187.10
450.00	2351.80
475.00	2524.70
500.00	2755.10
525.00	2841.10
550.00	3014.50
575.00	3235.60
600.00	3358.10
625.00	3542.50
650.00	3729.10
675.00	3848.10
700.00	4046.50
725.00	4215.30
750.00	4450.00
775.00	4587.30
800.00	4739.50
825.00	4852.00
850.00	5011.60
875.00	5269.10
900.00	5392.50
925.00	5618.10
950.00	5768.20
975.00	5915.50
1000.00	6066.10
1025.00	6224.10
1050.00	6453.10
1075.00	6595.50
1100.00	6732.10
1125.00	6892.70
1150.00	7107.70
1175.00	7182.10
1200.00	7453.70
1225.10	7620.40
1250.10	7785.50
1275.10	7844.30
1300.10	8120.80
1325.10	8185.60
1350.10	8457.90
1375.10	8613.10
1400.10	8836.90
1425.10	8854.50
1450.10	9196.30
1475.10	9337.70
1500.10	9517.60
1525.10	9652.60
1550.10	9683.80
1575.10	9902.50
1600.10	10057.00
1625.10	10290.10
1650.10	10476.70
1675.10	10548.40
1700.10	10788.50
1725.10	10909.90
1750.10	11100.70
1775.10	11322.40
1800.10	11476.90
1825.10	11631.30
1850.10	11830.60
1875.10	12016.50
1900.10	12206.10
1925.10	12286.60
1950.10	12515.10
1975.10	12636.10
2000.10	12827.50
2025.10	13020.80
2050.10	13107.30
2075.10	13331.10
2100.10	13505.70
2125.10	13615.80
2150.10	13866.70
2175.10	14018.00
2200.10	14135.20
2225.10	14353.10
2250.10	14637.10
2275.10	14592.70
2300.10	14749.30
2325.10	14995.00
2350.10	15239.80
2375.10	15339.90
2400.10	15526.90
2425.10	15733.90
2450.10	15866.50
2475.10	16133.70
2500.10	16105.00
2525.10	16386.80
2550.10	16407.70
2575.10	16771.10
2600.10	16852.10
2625.10	17085.30
