CPTime	InternalTime

150.10	602.50
175.10	909.10
200.10	1264.10
225.10	1557.30
250.10	1817.30
275.10	2054.00
300.10	2388.90
325.00	2720.10
350.00	3050.10
375.00	3291.40
400.00	3640.10
425.00	4000.10
450.00	4261.80
475.00	4538.20
500.00	4872.60
525.00	5136.10
550.00	5479.30
575.00	5669.50
600.00	6030.10
625.00	6286.70
650.00	6606.70
675.00	6899.50
700.00	7276.90
725.00	7518.80
750.00	7900.90
775.00	8183.80
800.00	8462.70
825.00	8710.60
850.00	9109.20
875.00	9361.70
900.00	9689.00
925.00	9973.70
950.00	10214.50
975.00	10581.10
1000.00	10788.10
1025.00	11146.10
1050.00	11435.70
1075.00	11706.00
1100.00	12126.10
1125.00	12376.90
1150.00	12565.90
1175.00	13104.10
1200.00	13270.50
1225.10	13545.70
1250.10	13857.60
1275.10	14106.70
1300.10	14389.30
1325.10	14708.00
1350.10	15141.70
1375.10	15362.60
1400.10	15664.10
1425.10	16014.70
1450.10	16352.80
1475.10	16602.10
1500.10	16878.70
1525.10	17142.60
1550.10	17430.20
1575.10	17817.70
1600.10	18105.70
1625.10	18400.10
1650.10	18712.90
1675.10	18832.90
1700.10	19265.50
1725.10	19514.40
1750.10	19922.40
1775.10	20156.50
1800.10	20595.30
1825.10	20904.10
1850.10	20982.10
1875.10	21450.70
1900.10	21765.10
1925.10	21753.50
1950.10	22393.90
1975.10	22547.30
2000.10	22982.60
2025.10	23248.10
2050.10	23502.10
2075.10	23914.90
2100.10	24251.60
2125.10	24470.50
2150.10	24675.10
2175.10	25010.10
2200.10	25418.50
2225.10	25688.10
2250.10	25869.00
2275.10	26338.10
2300.10	26509.00
2325.10	26764.60
2350.10	27125.10
2375.10	27394.10
2400.10	27806.50
2425.10	28014.10
2450.10	28492.30
2475.10	28608.10
2500.10	28920.10
2525.10	29249.20
2550.10	29445.70
2575.10	29631.10
2600.10	30257.60
2625.10	30280.00
