CPTime	InternalTime

150.10	336.70
175.10	510.40
200.10	689.80
225.10	851.30
250.10	997.20
275.10	1196.20
300.10	1352.00
325.00	1510.30
350.00	1691.30
375.00	1876.10
400.00	2038.40
425.00	2202.10
450.00	2368.30
475.00	2535.10
500.00	2667.10
525.00	2850.40
550.00	3064.60
575.00	3235.30
600.00	3370.60
625.00	3557.50
650.00	3730.90
675.00	3882.90
700.00	4045.30
725.00	4225.70
750.00	4316.10
775.00	4581.70
800.00	4696.40
825.00	4947.70
850.00	5086.50
875.00	5230.60
900.00	5442.10
925.00	5599.10
950.00	5752.10
975.00	5829.70
1000.00	6118.10
1025.00	6242.70
1050.00	6444.30
1075.00	6562.90
1100.00	6724.30
1125.00	6872.90
1150.00	7070.50
1175.00	7297.70
1200.00	7429.60
1225.10	7638.20
1250.10	7759.60
1275.10	7966.50
1300.10	8125.80
1325.10	8265.70
1350.10	8409.70
1375.10	8611.70
1400.10	8871.30
1425.10	8931.00
1450.10	9034.40
1475.10	9322.50
1500.10	9438.10
1525.10	9666.10
1550.10	9818.30
1575.10	9886.50
1600.10	10080.70
1625.10	10284.50
1650.10	10469.00
1675.10	10610.70
1700.10	10724.50
1725.10	10999.00
1750.10	11101.60
1775.10	11321.10
1800.10	11437.50
1825.10	11606.10
1850.10	11793.70
1875.10	11985.70
1900.10	12187.10
1925.10	12361.30
1950.10	12504.90
1975.10	12636.90
2000.10	12830.50
2025.10	13057.10
2050.10	13149.50
2075.10	13282.90
2100.10	13510.30
2125.10	13707.10
2150.10	13746.50
2175.10	13993.30
2200.10	14262.70
2225.10	14462.90
2250.10	14481.60
2275.10	14732.90
2300.10	14805.00
2325.10	14899.60
2350.10	15106.10
2375.10	15244.60
2400.10	15468.30
2425.10	15689.10
2450.10	15812.10
2475.10	15982.60
2500.10	16153.10
2525.10	16317.10
2550.10	16514.10
2575.10	16883.10
2600.10	16893.70
2625.10	17113.30
