ProtocolTime	Work

50	3.424069
75	4.506497
100	5.811781
125	7.117765
150	8.409786
175	9.547356
200	10.983278
225	12.021876
250	13.684600
275	14.869539
300	16.510014
325	17.762159
350	18.379634
375	19.154422
400	22.015706
425	22.424142
450	23.105694
475	24.554482
500	25.384738
525	27.030922
550	28.523444
575	29.273505
600	31.723669
625	31.783533
650	33.768287
675	34.890163
700	35.927775
725	37.059422
750	38.832348
775	39.871413
800	40.745386
825	43.262434
850	43.284912
875	44.268283
900	46.212132
925	48.203676
950	48.466974
975	50.155890
1000	51.445670
1025	52.874246
1050	53.405566
1075	55.841400
1100	55.647554
1125	56.654331
1150	58.337816
1175	59.950425
1200	61.209595
1225	63.297481
1250	65.775712
1275	64.415009
1300	65.569592
1325	65.832275
1350	67.617060
1375	70.812927
1400	70.156118
1425	72.064969
1450	74.369679
1475	74.756160
1500	75.521994
1525	76.802947
1550	78.426144
1575	80.892800
1600	81.134579
1625	81.827378
1650	83.435988
1675	83.914527
1700	85.514903
1725	86.608692
1750	87.226250
1775	89.160188
1800	90.574550
1825	90.961206
1850	92.085255
1875	94.668118
1900	96.389909
1925	96.568374
1950	99.320130
1975	99.650097
2000	101.042397
2025	102.252110
2050	103.471303
2075	105.173811
2100	104.718897
2125	107.319923
2150	108.333392
2175	107.944734
2200	111.079868
2225	113.506395
2250	113.630422
2275	114.938221
2300	117.257193
2325	117.818138
2350	120.217280
2375	118.272257
2400	120.178810
2425	123.397609
2450	124.231128
2475	124.884201
2500	125.624520
2525	127.075606
