Time	Work

10.000000	857.216604
15.000000	676.408157
20.000000	604.233339
25.000000	580.869440
30.000000	578.193365
35.000000	595.997630
40.000000	664.424542
45.000000	686.105338
50.000000	713.928796
55.000000	742.038917
60.000000	765.906774
65.000000	841.647207
70.000000	891.679313
75.000000	931.387480
80.000000	977.908655
85.000000	1005.425756
90.000000	1086.032970
95.000000	1163.031700
100.000000	1142.180871
105.000000	1212.969640
