ProtocolTime	Work

5	3.989507
10	8.321003
15	12.707506
20	17.016610
25	21.328467
30	25.883385
35	30.380826
40	34.556907
45	38.643282
50	43.103148
55	47.180590
60	51.791920
65	56.263403
70	60.054148
75	64.721117
80	68.755478
85	73.098146
90	77.016670
95	82.113204
100	86.401871
