ProtocolTime	Work

5	17.066650
10	34.366855
15	51.562933
20	68.823547
25	86.404616
30	103.700718
35	120.876454
40	138.210053
45	155.682658
50	172.833589
55	189.937227
60	207.431119
65	224.445939
70	243.028719
75	259.403447
80	277.163808
85	293.892569
90	311.969606
95	329.457595
100	346.015465
105	363.661268
110	380.782636
115	397.676552
120	415.572077
125	432.441571
130	449.822495
135	466.703773
140	485.042178
145	502.187081
150	519.198244
155	536.579200
160	554.414956
165	571.220714
170	587.922458
175	606.170232
180	623.388014
185	640.822024
190	658.180306
195	675.368385
200	692.878063
