ProtocolTime	Work

5	1.443885
10	3.039470
15	4.515051
20	6.085816
25	7.533590
30	9.157268
35	10.587274
40	12.219830
45	13.757857
50	15.175131
55	16.655976
60	18.437166
65	19.596418
70	21.281288
75	22.925409
80	24.385650
85	25.988817
90	27.315099
95	28.840210
100	30.434893
105	31.958750
110	33.538165
115	35.256399
120	36.490353
125	38.081207
130	39.737784
135	41.234841
140	42.873349
145	44.315060
150	45.947944
155	47.421111
160	48.758934
165	50.334983
170	51.937515
175	53.395437
180	54.808670
185	56.455849
190	57.966201
195	59.438943
200	60.974201
