ProtocolTime	Work

5	0.853216
10	1.723343
15	2.591713
20	3.456369
25	4.328601
30	5.183298
35	6.077718
40	6.904511
45	7.790097
50	8.667505
55	9.536572
60	10.381484
65	11.247931
70	12.103395
75	12.964748
80	13.879920
85	14.729674
90	15.586492
95	16.463059
100	17.296255
105	18.216313
110	19.014350
115	19.891124
120	20.769124
125	21.636144
130	22.489197
135	23.367854
140	24.236979
145	25.126449
150	25.998165
155	26.810635
160	27.746797
165	28.553021
170	29.479324
175	30.294272
180	31.178139
185	32.035039
190	32.929214
195	33.754516
200	34.581502
