Time	Work

10.000000	759.488464
15.000000	522.207819
20.000000	410.534929
25.000000	340.807431
30.000000	298.911375
35.000000	271.684845
40.000000	255.973719
45.000000	239.579784
50.000000	231.942046
55.000000	228.744519
60.000000	223.308163
65.000000	224.656394
70.000000	223.576065
75.000000	228.861237
80.000000	222.745037
85.000000	227.590241
90.000000	227.715943
95.000000	238.494499
100.000000	239.858065
105.000000	241.839795
