ProtocolTime	Work

5	8.201980
10	16.859098
15	25.228464
20	33.756850
25	43.169997
30	51.437854
35	60.302379
40	69.212211
45	77.619617
50	86.646831
55	94.478035
60	102.725990
65	111.825589
70	121.794989
75	130.168498
80	138.957898
85	146.803952
90	155.463156
95	164.391887
100	172.603764
105	181.611719
110	189.528673
115	198.196169
120	208.074756
125	215.858405
130	224.063846
135	232.414160
140	242.509751
145	250.200845
150	259.567088
155	268.555150
160	277.090573
165	285.720281
170	293.855263
175	302.867932
180	312.720833
185	318.421389
190	328.044985
195	338.960659
200	346.026342
