ProtocolTime	Work

5	3.966651
10	8.534269
15	12.878678
20	17.027255
25	21.271694
30	25.625039
35	30.190025
40	34.640168
45	38.808988
50	42.986638
55	47.586118
60	51.770852
65	56.022756
70	60.160508
75	64.259499
80	68.899958
85	73.511407
90	77.378264
95	81.865179
100	86.615914
105	91.025725
110	95.012741
115	98.828948
120	103.102581
125	107.693684
130	112.943880
135	116.673552
140	120.785311
145	124.806408
150	129.377437
155	134.069272
160	138.139279
165	142.647476
170	147.087671
175	151.110059
180	155.710994
185	160.125191
190	164.082734
195	168.017754
200	172.370963
