ProtocolTime	Work

5	3.004414
10	6.046169
15	9.147758
20	12.169058
25	15.169111
30	18.375738
35	21.326350
40	24.494643
45	27.588749
50	30.554441
55	33.577970
60	36.713539
65	39.729382
70	42.854645
75	45.886656
80	48.806589
85	51.980744
90	54.987809
95	58.119277
100	61.199789
105	64.186113
110	67.255135
115	70.344610
120	73.555098
125	76.475619
130	79.608837
135	82.549363
140	85.768957
145	88.867542
150	91.851634
155	94.830247
160	98.015900
165	101.065121
170	103.976107
175	107.033471
180	110.203157
185	113.287971
190	116.357369
195	119.530305
200	122.540979
