ProtocolTime	Work

5	29.799934
10	15.856029
15	10.725183
20	8.803459
25	7.788883
30	7.122405
35	6.696670
40	6.712553
45	6.385203
50	6.635931
55	6.967196
60	6.814883
65	6.987426
70	7.532052
75	7.763974
80	7.402005
85	7.434643
90	8.339368
95	8.371058
100	8.711154
105	8.799955
110	9.303785
115	9.666276
120	9.590877
125	10.157897
130	10.636713
135	10.977776
140	11.338086
145	11.663757
150	12.275556
155	12.199318
160	12.794341
165	12.951542
170	12.956578
175	13.570882
180	14.105098
185	14.139219
190	14.397852
195	14.718699
200	15.443293
