Time	AutoCorrelation

0.000000	1.004040
0.100000	0.975291
0.200000	0.943070
0.300000	0.911912
0.400000	0.881714
0.500000	0.852424
0.600000	0.824027
0.700000	0.796547
0.800000	0.769991
0.900000	0.744256
1.000000	0.719365
1.100000	0.695267
1.200000	0.671905
1.300000	0.649220
1.400000	0.627223
1.500000	0.606022
1.600000	0.585562
1.700000	0.565904
1.800000	0.546917
1.900000	0.528593
2.000000	0.510863
2.100000	0.493719
2.200000	0.477086
2.300000	0.460972
2.400000	0.445391
2.500000	0.430299
2.600000	0.415665
2.700000	0.401495
2.800000	0.387744
2.900000	0.374538
3.000000	0.361820
3.100000	0.349597
3.200000	0.337747
3.300000	0.326264
3.400000	0.315186
3.500000	0.304412
3.600000	0.294017
3.700000	0.283963
3.800000	0.274274
3.900000	0.264921
4.000000	0.255781
4.100000	0.247006
4.200000	0.238583
4.300000	0.230543
4.400000	0.222781
4.500000	0.215291
4.600000	0.208053
4.700000	0.201038
4.800000	0.194245
4.900000	0.187655
5.000000	0.181264
5.100000	0.175101
5.200000	0.169099
5.300000	0.163251
5.400000	0.157596
5.500000	0.152147
5.600000	0.146944
5.700000	0.141939
5.800000	0.137125
5.900000	0.132526
6.000000	0.128049
6.100000	0.123658
6.200000	0.119460
6.300000	0.115463
6.400000	0.111626
6.500000	0.107958
6.600000	0.104378
6.700000	0.100901
6.800000	0.097557
6.900000	0.094329
7.000000	0.091233
7.100000	0.088309
7.200000	0.085486
7.300000	0.082721
7.400000	0.080063
7.500000	0.077466
7.600000	0.074930
7.700000	0.072462
7.800000	0.070121
7.900000	0.067761
8.000000	0.065502
8.100000	0.063235
8.200000	0.061061
8.300000	0.058933
8.400000	0.056873
8.500000	0.054837
8.600000	0.052775
8.700000	0.050808
8.800000	0.048838
8.900000	0.046928
9.000000	0.045065
9.100000	0.043208
9.200000	0.041373
9.300000	0.039641
9.400000	0.037936
9.500000	0.036297
9.600000	0.034750
9.700000	0.033356
9.800000	0.032069
9.900000	0.030913
10.000000	0.029846
10.100000	0.028855
10.200000	0.027840
10.300000	0.026900
10.400000	0.026014
10.500000	0.025160
10.600000	0.024346
10.700000	0.023558
10.800000	0.022893
10.900000	0.022215
11.000000	0.021622
11.100000	0.021101
11.200000	0.020525
11.300000	0.019993
11.400000	0.019444
11.500000	0.018886
11.600000	0.018397
11.700000	0.017946
11.800000	0.017545
11.900000	0.017131
12.000000	0.016750
12.100000	0.016421
12.200000	0.016124
12.300000	0.015864
12.400000	0.015585
12.500000	0.015292
12.600000	0.015072
12.700000	0.014857
12.800000	0.014582
12.900000	0.014303
13.000000	0.013957
13.100000	0.013567
13.200000	0.013161
13.300000	0.012708
13.400000	0.012302
13.500000	0.011924
13.600000	0.011515
13.700000	0.010997
13.800000	0.010562
13.900000	0.010109
14.000000	0.009677
14.100000	0.009244
14.200000	0.008842
14.300000	0.008385
14.400000	0.007902
14.500000	0.007419
14.600000	0.006926
14.700000	0.006423
14.800000	0.005970
14.900000	0.005478
15.000000	0.004931
15.100000	0.004366
15.200000	0.003775
15.300000	0.003159
15.400000	0.002585
15.500000	0.002030
15.600000	0.001576
15.700000	0.001146
15.800000	0.000676
15.900000	0.000246
16.000000	-0.000078
16.100000	-0.000372
16.200000	-0.000638
16.300000	-0.000832
16.400000	-0.000925
16.500000	-0.001028
16.600000	-0.001101
16.700000	-0.001199
16.800000	-0.001147
16.900000	-0.001034
17.000000	-0.000876
17.100000	-0.000745
17.200000	-0.000647
17.300000	-0.000611
17.400000	-0.000560
17.500000	-0.000500
17.600000	-0.000476
17.700000	-0.000590
17.800000	-0.000669
17.900000	-0.000777
18.000000	-0.000919
18.100000	-0.001028
18.200000	-0.001073
18.300000	-0.001125
18.400000	-0.001251
18.500000	-0.001395
18.600000	-0.001571
18.700000	-0.001847
18.800000	-0.002106
18.900000	-0.002415
19.000000	-0.002660
19.100000	-0.002857
19.200000	-0.002978
19.300000	-0.003036
19.400000	-0.003088
19.500000	-0.003104
19.600000	-0.003154
19.700000	-0.003238
19.800000	-0.003357
19.900000	-0.003489
20.000000	-0.003666
20.100000	-0.003908
20.200000	-0.004094
20.300000	-0.004270
20.400000	-0.004456
20.500000	-0.004711
20.600000	-0.004932
20.700000	-0.005129
20.800000	-0.005231
20.900000	-0.005425
21.000000	-0.005630
21.100000	-0.005902
21.200000	-0.006253
21.300000	-0.006592
21.400000	-0.007025
21.500000	-0.007453
21.600000	-0.007888
21.700000	-0.008312
21.800000	-0.008728
21.900000	-0.009137
22.000000	-0.009543
22.100000	-0.009943
22.200000	-0.010257
22.300000	-0.010514
22.400000	-0.010804
22.500000	-0.011133
22.600000	-0.011422
22.700000	-0.011641
22.800000	-0.011782
22.900000	-0.011879
23.000000	-0.012031
23.100000	-0.012188
23.200000	-0.012289
23.300000	-0.012314
23.400000	-0.012366
23.500000	-0.012396
23.600000	-0.012354
23.700000	-0.012330
23.800000	-0.012219
23.900000	-0.012042
24.000000	-0.011881
24.100000	-0.011720
24.200000	-0.011610
24.300000	-0.011389
24.400000	-0.011086
24.500000	-0.010743
24.600000	-0.010329
24.700000	-0.009895
