ProtocolTime	Work

5	4.253376
10	8.603168
15	12.827414
20	17.285359
25	21.522050
30	25.937731
35	30.193825
40	34.635292
45	38.852928
50	43.183190
55	47.539157
60	51.830737
65	56.210745
70	60.518055
75	64.965252
80	69.196304
85	73.617813
90	77.858963
95	82.224598
100	86.450352
105	90.886179
110	95.342563
115	99.586634
120	103.810169
125	108.115271
130	112.519710
135	116.801525
140	121.297106
145	125.588600
150	129.907975
155	133.909743
160	138.670483
165	142.897172
170	147.033649
175	151.534359
180	155.783214
185	159.983158
190	164.483060
195	168.862269
200	172.948494
