ProtocolTime	Work

5	14.355601
10	7.749358
15	5.759184
20	5.333932
25	4.892086
30	4.804842
35	5.022211
40	4.983622
45	5.464664
50	5.418909
55	5.713774
60	6.219067
65	6.044193
70	6.759208
75	7.088573
80	7.278357
85	8.166173
90	8.421623
95	8.740951
100	8.901816
105	9.327985
110	9.405345
115	10.345919
120	10.224900
125	10.666405
130	11.420859
135	12.004925
140	12.223799
145	12.211467
150	12.366699
155	14.122901
160	13.487891
165	14.242404
170	14.825765
175	14.793613
180	15.286770
185	15.606282
190	15.604682
195	16.739486
200	17.026666
