ProtocolTime	Work

5	8.435476
10	17.125596
15	25.814421
20	34.548905
25	43.160609
30	51.620665
35	60.333192
40	69.098796
45	77.928964
50	86.171264
55	95.162756
60	103.844139
65	112.334036
70	121.049074
75	129.661041
80	138.653398
85	147.041361
90	155.976359
95	164.508512
100	173.075981
105	181.669606
110	190.376670
115	198.819188
120	207.756091
125	216.355877
130	225.421455
135	234.075831
140	242.486303
145	251.095462
150	259.813380
155	268.288698
160	277.163952
165	285.602980
170	294.656877
175	303.404736
180	311.724998
185	320.363585
190	328.854986
195	337.460849
200	346.670737
