ProtocolTime	Work

5	8.077331
10	16.459882
15	25.417097
20	33.901265
25	42.884608
30	51.282047
35	60.224198
40	69.152788
45	78.326612
50	86.370186
55	94.985497
60	103.364897
65	112.448906
70	121.186582
75	129.030338
80	137.686117
85	146.713281
90	154.935693
95	163.916476
100	172.527176
105	180.898574
110	189.224808
115	198.469522
120	207.154831
125	215.835980
130	224.321169
135	232.998765
140	241.370334
145	251.595898
150	258.517067
155	266.700416
160	276.596467
165	284.536894
170	293.923820
175	302.193433
180	310.149614
185	320.081394
190	328.292929
195	335.364481
200	344.172808
