ProtocolTime	Work

5	2.126721
10	4.305079
15	6.455145
20	8.649902
25	10.841926
30	12.981229
35	15.174202
40	17.289546
45	19.453999
50	21.651226
55	23.836019
60	25.916925
65	28.116088
70	30.336317
75	32.452155
80	34.644091
85	36.756630
90	38.980994
95	41.133142
100	43.291127
105	45.489426
110	47.628564
115	49.816638
120	52.065018
125	54.049725
130	56.285112
135	58.423636
140	60.570649
145	62.560578
150	64.914929
155	67.137201
160	69.225610
165	71.573398
170	73.597620
175	75.766230
180	77.972268
185	80.134245
190	82.365400
195	84.398018
200	86.457275
