ProtocolTime	Work

5	2.853148
10	5.905487
15	9.000611
20	12.033688
25	15.137999
30	18.350273
35	20.961159
40	24.376102
45	27.499505
50	30.147894
55	33.614693
60	36.354031
65	39.321066
70	42.899574
75	45.739437
80	48.710639
85	52.244716
90	54.500488
95	58.241428
100	61.179581
105	64.123373
110	67.089596
115	69.872267
120	73.166342
125	76.458882
130	79.271107
135	82.704719
140	85.637094
145	88.379667
150	91.554758
155	94.652003
160	97.956407
165	100.684959
170	103.349555
175	106.799845
180	110.351114
185	113.032579
190	116.206950
195	118.828844
200	121.721869
