ProtocolTime	Work

5	5.795727
10	12.008265
15	18.007881
20	24.000466
25	30.148348
30	36.304431
35	42.593528
40	48.306265
45	54.322084
50	60.443001
55	66.814314
60	73.110583
65	79.397830
70	85.732589
75	91.522560
80	97.294810
85	103.776937
90	109.360333
95	115.970318
100	121.373721
105	128.538189
110	134.032273
115	140.068464
120	146.368788
125	152.239032
130	157.855946
135	164.376573
140	170.520667
145	176.282823
150	183.224514
155	189.112796
160	195.696212
165	201.941519
170	208.081254
175	213.828555
180	220.035008
185	226.449206
190	232.988770
195	238.184087
200	243.287404
