ProtocolTime	Work

5	16.964455
10	34.466325
15	51.605271
20	68.898640
25	86.403959
30	103.691604
35	120.823422
40	138.463149
45	156.007169
50	173.365271
55	190.609371
60	207.705666
65	225.327677
70	242.576853
75	259.617913
80	276.128034
85	294.563746
90	311.987940
95	329.367312
100	346.066513
105	363.689706
110	380.808206
115	398.253492
120	415.494409
125	433.142313
130	450.278233
135	468.133724
140	484.526592
145	502.605353
150	519.462497
155	536.756868
160	553.677886
165	570.966440
170	589.024687
175	606.271333
180	622.802391
185	641.693470
190	658.064261
195	674.376115
200	692.838700
