ProtocolTime	Work

5	2.055423
10	4.239478
15	6.404158
20	8.550899
25	10.516414
30	12.878864
35	15.128205
40	17.209735
45	19.258744
50	21.467811
55	23.630246
60	25.856217
65	27.943877
70	30.125428
75	32.246865
80	34.602267
85	36.643872
90	38.721473
95	40.803154
100	42.996409
105	45.328847
110	47.199135
115	49.691151
120	51.656463
125	53.805479
130	55.860963
135	58.216110
140	60.563205
145	62.622670
150	64.950546
155	67.119446
160	69.104801
165	71.338330
170	73.267855
175	75.670835
180	77.553173
185	79.723209
190	82.117593
195	83.754315
200	86.418784
